Latitude ,Longitude ,Month,Day,Year,#/km2,Microplastics #/km^2,Macroplastics # /km^2,Total Wieght (g)/km^2,Microplastics Weight (g)/ km^2,Macroplastics Weight (g) /km^2,Source,Notes,Mesh Size,Conc
43.3,-68.65,5,24,1992,0,,,,,,SEA Education,Not adjusted,333um,43.3-68.6552419920SEA EducationNot adjusted333um
43.3,-68.65,5,24,1992,0,,,,,,SEA Education,Not adjusted,333um,43.3-68.6552419920SEA EducationNot adjusted333um
43.93,-64.54,5,24,1992,0,,,,,,SEA Education,Not adjusted,333um,43.93-64.5452419920SEA EducationNot adjusted333um
43.93,-64.54,5,24,1992,0,,,,,,SEA Education,Not adjusted,333um,43.93-64.5452419920SEA EducationNot adjusted333um
40.2,-70.5,6,22,1992,0,,,,,,SEA Education,Not adjusted,333um,40.2-70.562219920SEA EducationNot adjusted333um
40.2,-70.5,6,22,1992,0,,,,,,SEA Education,Not adjusted,333um,40.2-70.562219920SEA EducationNot adjusted333um
40.37,-68.75,6,26,1992,0,,,,,,SEA Education,Not adjusted,333um,40.37-68.7562619920SEA EducationNot adjusted333um
40.37,-68.75,6,26,1992,0,,,,,,SEA Education,Not adjusted,333um,40.37-68.7562619920SEA EducationNot adjusted333um
43.27,-63.87,8,15,1992,0,,,,,,SEA Education,Not adjusted,333um,43.27-63.8781519920SEA EducationNot adjusted333um
43.27,-63.87,8,15,1992,0,,,,,,SEA Education,Not adjusted,333um,43.27-63.8781519920SEA EducationNot adjusted333um
42.45,-64.54,8,16,1992,0,,,,,,SEA Education,Not adjusted,333um,42.45-64.5481619920SEA EducationNot adjusted333um
42.45,-64.54,8,16,1992,0,,,,,,SEA Education,Not adjusted,333um,42.45-64.5481619920SEA EducationNot adjusted333um
42.17,-67.39,8,19,1992,1080,,,,,,SEA Education,Not adjusted,333um,42.17-67.3981919921080SEA EducationNot adjusted333um
42.17,-67.39,8,19,1992,1080,,,,,,SEA Education,Not adjusted,333um,42.17-67.3981919921080SEA EducationNot adjusted333um
41.1,-68.92,9,1,1992,0,,,,,,SEA Education,Not adjusted,333um,41.1-68.929119920SEA EducationNot adjusted333um
41.1,-68.92,9,1,1992,0,,,,,,SEA Education,Not adjusted,333um,41.1-68.929119920SEA EducationNot adjusted333um
40.63,-69.88,9,2,1992,540,,,,,,SEA Education,Not adjusted,333um,40.63-69.88921992540SEA EducationNot adjusted333um
40.63,-69.88,9,2,1992,540,,,,,,SEA Education,Not adjusted,333um,40.63-69.88921992540SEA EducationNot adjusted333um
40.33,-69.9,10,16,1992,0,,,,,,SEA Education,Not adjusted,333um,40.33-69.9101619920SEA EducationNot adjusted333um
40.33,-69.9,10,16,1992,0,,,,,,SEA Education,Not adjusted,333um,40.33-69.9101619920SEA EducationNot adjusted333um
39.82,-69.08,10,16,1992,0,,,,,,SEA Education,Not adjusted,333um,39.82-69.08101619920SEA EducationNot adjusted333um
39.82,-69.08,10,16,1992,0,,,,,,SEA Education,Not adjusted,333um,39.82-69.08101619920SEA EducationNot adjusted333um
40.78,-60.25,10,18,1992,0,,,,,,SEA Education,Not adjusted,333um,40.78-60.25101819920SEA EducationNot adjusted333um
40.78,-60.25,10,18,1992,0,,,,,,SEA Education,Not adjusted,333um,40.78-60.25101819920SEA EducationNot adjusted333um
38.2,-60.9,10,20,1992,0,,,,,,SEA Education,Not adjusted,333um,38.2-60.9102019920SEA EducationNot adjusted333um
38.2,-60.9,10,20,1992,0,,,,,,SEA Education,Not adjusted,333um,38.2-60.9102019920SEA EducationNot adjusted333um
29.3,-59.37,10,26,1992,8099,,,,,,SEA Education,Not adjusted,333um,29.3-59.37102619928099SEA EducationNot adjusted333um
29.3,-59.37,10,26,1992,8099,,,,,,SEA Education,Not adjusted,333um,29.3-59.37102619928099SEA EducationNot adjusted333um
19.57,-59.48,11,1,1992,0,,,,,,SEA Education,Not adjusted,333um,19.57-59.4811119920SEA EducationNot adjusted333um
19.57,-59.48,11,1,1992,0,,,,,,SEA Education,Not adjusted,333um,19.57-59.4811119920SEA EducationNot adjusted333um
17.03,-59.57,11,2,1992,0,,,,,,SEA Education,Not adjusted,333um,17.03-59.5711219920SEA EducationNot adjusted333um
17.03,-59.57,11,2,1992,0,,,,,,SEA Education,Not adjusted,333um,17.03-59.5711219920SEA EducationNot adjusted333um
16.08,-59.95,11,2,1992,0,,,,,,SEA Education,Not adjusted,333um,16.08-59.9511219920SEA EducationNot adjusted333um
16.08,-59.95,11,2,1992,0,,,,,,SEA Education,Not adjusted,333um,16.08-59.9511219920SEA EducationNot adjusted333um
14.77,-60.55,11,3,1992,0,,,,,,SEA Education,Not adjusted,333um,14.77-60.5511319920SEA EducationNot adjusted333um
14.77,-60.55,11,3,1992,0,,,,,,SEA Education,Not adjusted,333um,14.77-60.5511319920SEA EducationNot adjusted333um
14.23,-61.18,11,7,1992,0,,,,,,SEA Education,Not adjusted,333um,14.23-61.1811719920SEA EducationNot adjusted333um
14.23,-61.18,11,7,1992,0,,,,,,SEA Education,Not adjusted,333um,14.23-61.1811719920SEA EducationNot adjusted333um
13.72,-60.68,11,7,1992,0,,,,,,SEA Education,Not adjusted,333um,13.72-60.6811719920SEA EducationNot adjusted333um
13.72,-60.68,11,7,1992,0,,,,,,SEA Education,Not adjusted,333um,13.72-60.6811719920SEA EducationNot adjusted333um
13.35,-61.38,11,8,1992,540,,,,,,SEA Education,Not adjusted,333um,13.35-61.381181992540SEA EducationNot adjusted333um
13.35,-61.38,11,8,1992,540,,,,,,SEA Education,Not adjusted,333um,13.35-61.381181992540SEA EducationNot adjusted333um
12.32,-61.88,11,9,1992,0,,,,,,SEA Education,Not adjusted,333um,12.32-61.8811919920SEA EducationNot adjusted333um
12.32,-61.88,11,9,1992,0,,,,,,SEA Education,Not adjusted,333um,12.32-61.8811919920SEA EducationNot adjusted333um
11.72,-61.9,11,9,1992,0,,,,,,SEA Education,Not adjusted,333um,11.72-61.911919920SEA EducationNot adjusted333um
11.72,-61.9,11,9,1992,0,,,,,,SEA Education,Not adjusted,333um,11.72-61.911919920SEA EducationNot adjusted333um
16.73,-63.68,11,19,1992,0,,,,,,SEA Education,Not adjusted,333um,16.73-63.68111919920SEA EducationNot adjusted333um
16.73,-63.68,11,19,1992,0,,,,,,SEA Education,Not adjusted,333um,16.73-63.68111919920SEA EducationNot adjusted333um
24.53,-83.35,1,17,1993,0,,,,,,SEA Education,Not adjusted,333um,24.53-83.3511719930SEA EducationNot adjusted333um
24.53,-83.35,1,17,1993,0,,,,,,SEA Education,Not adjusted,333um,24.53-83.3511719930SEA EducationNot adjusted333um
23.74,-80.69,1,28,1993,0,,,,,,SEA Education,Not adjusted,333um,23.74-80.6912819930SEA EducationNot adjusted333um
23.74,-80.69,1,28,1993,0,,,,,,SEA Education,Not adjusted,333um,23.74-80.6912819930SEA EducationNot adjusted333um
26.17,-79.13,2,10,1993,0,,,,,,SEA Education,Not adjusted,333um,26.17-79.1321019930SEA EducationNot adjusted333um
26.17,-79.13,2,10,1993,0,,,,,,SEA Education,Not adjusted,333um,26.17-79.1321019930SEA EducationNot adjusted333um
25.85,-78.18,2,10,1993,0,,,,,,SEA Education,Not adjusted,333um,25.85-78.1821019930SEA EducationNot adjusted333um
25.85,-78.18,2,10,1993,0,,,,,,SEA Education,Not adjusted,333um,25.85-78.1821019930SEA EducationNot adjusted333um
22.9,-72.07,2,15,1993,540,,,,,,SEA Education,Not adjusted,333um,22.9-72.072151993540SEA EducationNot adjusted333um
22.9,-72.07,2,15,1993,540,,,,,,SEA Education,Not adjusted,333um,22.9-72.072151993540SEA EducationNot adjusted333um
21.1,-72.87,2,16,1993,0,,,,,,SEA Education,Not adjusted,333um,21.1-72.8721619930SEA EducationNot adjusted333um
21.1,-72.87,2,16,1993,0,,,,,,SEA Education,Not adjusted,333um,21.1-72.8721619930SEA EducationNot adjusted333um
15.9,-74.97,2,20,1993,0,,,,,,SEA Education,Not adjusted,333um,15.9-74.9722019930SEA EducationNot adjusted333um
15.9,-74.97,2,20,1993,0,,,,,,SEA Education,Not adjusted,333um,15.9-74.9722019930SEA EducationNot adjusted333um
18.8,-74.97,2,21,1993,0,,,,,,SEA Education,Not adjusted,333um,18.8-74.9722119930SEA EducationNot adjusted333um
18.8,-74.97,2,21,1993,0,,,,,,SEA Education,Not adjusted,333um,18.8-74.9722119930SEA EducationNot adjusted333um
10.53,-75.92,2,28,1993,0,,,,,,SEA Education,Not adjusted,333um,10.53-75.9222819930SEA EducationNot adjusted333um
10.53,-75.92,2,28,1993,0,,,,,,SEA Education,Not adjusted,333um,10.53-75.9222819930SEA EducationNot adjusted333um
12.48,-78.37,3,2,1993,0,,,,,,SEA Education,Not adjusted,333um,12.48-78.373219930SEA EducationNot adjusted333um
12.48,-78.37,3,2,1993,0,,,,,,SEA Education,Not adjusted,333um,12.48-78.373219930SEA EducationNot adjusted333um
15.38,-76,3,2,1993,1620,,,,,,SEA Education,Not adjusted,333um,15.38-763219931620SEA EducationNot adjusted333um
15.38,-76,3,2,1993,1620,,,,,,SEA Education,Not adjusted,333um,15.38-763219931620SEA EducationNot adjusted333um
13.92,-78.9,3,3,1993,0,,,,,,SEA Education,Not adjusted,333um,13.92-78.93319930SEA EducationNot adjusted333um
13.92,-78.9,3,3,1993,0,,,,,,SEA Education,Not adjusted,333um,13.92-78.93319930SEA EducationNot adjusted333um
15.57,-78.98,3,4,1993,0,,,,,,SEA Education,Not adjusted,333um,15.57-78.983419930SEA EducationNot adjusted333um
15.57,-78.98,3,4,1993,0,,,,,,SEA Education,Not adjusted,333um,15.57-78.983419930SEA EducationNot adjusted333um
16.5,-82.18,3,8,1993,0,,,,,,SEA Education,Not adjusted,333um,16.5-82.183819930SEA EducationNot adjusted333um
16.5,-82.18,3,8,1993,0,,,,,,SEA Education,Not adjusted,333um,16.5-82.183819930SEA EducationNot adjusted333um
16.22,-85.88,3,10,1993,0,,,,,,SEA Education,Not adjusted,333um,16.22-85.8831019930SEA EducationNot adjusted333um
16.22,-85.88,3,10,1993,0,,,,,,SEA Education,Not adjusted,333um,16.22-85.8831019930SEA EducationNot adjusted333um
25.98,-77.85,3,30,1993,0,,,,,,SEA Education,Not adjusted,333um,25.98-77.8533019930SEA EducationNot adjusted333um
25.98,-77.85,3,30,1993,0,,,,,,SEA Education,Not adjusted,333um,25.98-77.8533019930SEA EducationNot adjusted333um
25.6,-77.58,3,31,1993,0,,,,,,SEA Education,Not adjusted,333um,25.6-77.5833119930SEA EducationNot adjusted333um
25.6,-77.58,3,31,1993,0,,,,,,SEA Education,Not adjusted,333um,25.6-77.5833119930SEA EducationNot adjusted333um
25.95,-77.65,5,8,1993,0,,,,,,SEA Education,Not adjusted,333um,25.95-77.655819930SEA EducationNot adjusted333um
25.95,-77.65,5,8,1993,0,,,,,,SEA Education,Not adjusted,333um,25.95-77.655819930SEA EducationNot adjusted333um
40.93,-70.42,7,7,1993,2160,,,,,,SEA Education,Not adjusted,333um,40.93-70.427719932160SEA EducationNot adjusted333um
40.93,-70.42,7,7,1993,2160,,,,,,SEA Education,Not adjusted,333um,40.93-70.427719932160SEA EducationNot adjusted333um
41.28,-68.82,7,8,1993,0,,,,,,SEA Education,Not adjusted,333um,41.28-68.827819930SEA EducationNot adjusted333um
41.28,-68.82,7,8,1993,0,,,,,,SEA Education,Not adjusted,333um,41.28-68.827819930SEA EducationNot adjusted333um
41.47,-70.52,8,7,1993,0,,,,,,SEA Education,Not adjusted,333um,41.47-70.528719930SEA EducationNot adjusted333um
41.47,-70.52,8,7,1993,0,,,,,,SEA Education,Not adjusted,333um,41.47-70.528719930SEA EducationNot adjusted333um
41.18,-70.87,8,8,1993,0,,,,,,SEA Education,Not adjusted,333um,41.18-70.878819930SEA EducationNot adjusted333um
41.18,-70.87,8,8,1993,0,,,,,,SEA Education,Not adjusted,333um,41.18-70.878819930SEA EducationNot adjusted333um
41.57,-69.4,8,10,1993,0,,,,,,SEA Education,Not adjusted,333um,41.57-69.481019930SEA EducationNot adjusted333um
41.57,-69.4,8,10,1993,0,,,,,,SEA Education,Not adjusted,333um,41.57-69.481019930SEA EducationNot adjusted333um
41.54,-70.73,8,17,1993,0,,,,,,SEA Education,Not adjusted,333um,41.54-70.7381719930SEA EducationNot adjusted333um
41.54,-70.73,8,17,1993,0,,,,,,SEA Education,Not adjusted,333um,41.54-70.7381719930SEA EducationNot adjusted333um
41.03,-71.07,10,15,1993,0,,,,,,SEA Education,Not adjusted,333um,41.03-71.07101519930SEA EducationNot adjusted333um
41.03,-71.07,10,15,1993,0,,,,,,SEA Education,Not adjusted,333um,41.03-71.07101519930SEA EducationNot adjusted333um
40.62,-71.52,10,15,1993,0,,,,,,SEA Education,Not adjusted,333um,40.62-71.52101519930SEA EducationNot adjusted333um
40.62,-71.52,10,15,1993,0,,,,,,SEA Education,Not adjusted,333um,40.62-71.52101519930SEA EducationNot adjusted333um
40.02,-71.3,10,16,1993,0,,,,,,SEA Education,Not adjusted,333um,40.02-71.3101619930SEA EducationNot adjusted333um
40.02,-71.3,10,16,1993,0,,,,,,SEA Education,Not adjusted,333um,40.02-71.3101619930SEA EducationNot adjusted333um
38.38,-69.28,10,19,1993,0,,,,,,SEA Education,Not adjusted,333um,38.38-69.28101919930SEA EducationNot adjusted333um
38.38,-69.28,10,19,1993,0,,,,,,SEA Education,Not adjusted,333um,38.38-69.28101919930SEA EducationNot adjusted333um
36.87,-64.17,10,21,1993,4320,,,,,,SEA Education,Not adjusted,333um,36.87-64.17102119934320SEA EducationNot adjusted333um
36.87,-64.17,10,21,1993,4320,,,,,,SEA Education,Not adjusted,333um,36.87-64.17102119934320SEA EducationNot adjusted333um
17.32,-59.93,11,2,1993,0,,,,,,SEA Education,Not adjusted,333um,17.32-59.9311219930SEA EducationNot adjusted333um
17.32,-59.93,11,2,1993,0,,,,,,SEA Education,Not adjusted,333um,17.32-59.9311219930SEA EducationNot adjusted333um
14.1,-60.78,11,4,1993,0,,,,,,SEA Education,Not adjusted,333um,14.1-60.7811419930SEA EducationNot adjusted333um
14.1,-60.78,11,4,1993,0,,,,,,SEA Education,Not adjusted,333um,14.1-60.7811419930SEA EducationNot adjusted333um
11.38,-59.92,11,8,1993,0,,,,,,SEA Education,Not adjusted,333um,11.38-59.9211819930SEA EducationNot adjusted333um
11.38,-59.92,11,8,1993,0,,,,,,SEA Education,Not adjusted,333um,11.38-59.9211819930SEA EducationNot adjusted333um
13.85,-61.07,11,9,1993,0,,,,,,SEA Education,Not adjusted,333um,13.85-61.0711919930SEA EducationNot adjusted333um
13.85,-61.07,11,9,1993,0,,,,,,SEA Education,Not adjusted,333um,13.85-61.0711919930SEA EducationNot adjusted333um
13.85,-61.07,11,9,1993,0,,,,,,SEA Education,Not adjusted,333um,13.85-61.0711919930SEA EducationNot adjusted333um
12.33,-61.82,11,11,1993,0,,,,,,SEA Education,Not adjusted,333um,12.33-61.82111119930SEA EducationNot adjusted333um
12.33,-61.82,11,11,1993,0,,,,,,SEA Education,Not adjusted,333um,12.33-61.82111119930SEA EducationNot adjusted333um
15.75,-62.5,11,19,1993,0,,,,,,SEA Education,Not adjusted,333um,15.75-62.5111919930SEA EducationNot adjusted333um
15.75,-62.5,11,19,1993,0,,,,,,SEA Education,Not adjusted,333um,15.75-62.5111919930SEA EducationNot adjusted333um
18.48,-64.25,12,2,1993,0,,,,,,SEA Education,Not adjusted,333um,18.48-64.2512219930SEA EducationNot adjusted333um
18.48,-64.25,12,2,1993,0,,,,,,SEA Education,Not adjusted,333um,18.48-64.2512219930SEA EducationNot adjusted333um
12.49,-61.68,12,7,1993,0,,,,,,SEA Education,Not adjusted,333um,12.49-61.6812719930SEA EducationNot adjusted333um
12.49,-61.68,12,7,1993,0,,,,,,SEA Education,Not adjusted,333um,12.49-61.6812719930SEA EducationNot adjusted333um
11.8,-61.38,12,9,1993,0,,,,,,SEA Education,Not adjusted,333um,11.8-61.3812919930SEA EducationNot adjusted333um
11.8,-61.38,12,9,1993,0,,,,,,SEA Education,Not adjusted,333um,11.8-61.3812919930SEA EducationNot adjusted333um
16.38,-62.83,12,16,1993,0,,,,,,SEA Education,Not adjusted,333um,16.38-62.83121619930SEA EducationNot adjusted333um
16.38,-62.83,12,16,1993,0,,,,,,SEA Education,Not adjusted,333um,16.38-62.83121619930SEA EducationNot adjusted333um
13.45,-61.73,12,18,1993,0,,,,,,SEA Education,Not adjusted,333um,13.45-61.73121819930SEA EducationNot adjusted333um
13.45,-61.73,12,18,1993,0,,,,,,SEA Education,Not adjusted,333um,13.45-61.73121819930SEA EducationNot adjusted333um
17.42,-65.3,12,18,1993,0,,,,,,SEA Education,Not adjusted,333um,17.42-65.3121819930SEA EducationNot adjusted333um
17.42,-65.3,12,18,1993,0,,,,,,SEA Education,Not adjusted,333um,17.42-65.3121819930SEA EducationNot adjusted333um
18.47,-67.82,12,20,1993,0,,,,,,SEA Education,Not adjusted,333um,18.47-67.82122019930SEA EducationNot adjusted333um
18.47,-67.82,12,20,1993,0,,,,,,SEA Education,Not adjusted,333um,18.47-67.82122019930SEA EducationNot adjusted333um
18.38,-75.45,12,23,1993,0,,,,,,SEA Education,Not adjusted,333um,18.38-75.45122319930SEA EducationNot adjusted333um
18.38,-75.45,12,23,1993,0,,,,,,SEA Education,Not adjusted,333um,18.38-75.45122319930SEA EducationNot adjusted333um
21.28,-72.72,12,29,1993,0,,,,,,SEA Education,Not adjusted,333um,21.28-72.72122919930SEA EducationNot adjusted333um
21.28,-72.72,12,29,1993,0,,,,,,SEA Education,Not adjusted,333um,21.28-72.72122919930SEA EducationNot adjusted333um
24.1,-81.03,1,15,1994,0,,,,,,SEA Education,Not adjusted,333um,24.1-81.0311519940SEA EducationNot adjusted333um
24.05,-80.15,1,15,1994,0,,,,,,SEA Education,Not adjusted,333um,24.05-80.1511519940SEA EducationNot adjusted333um
24.1,-81.03,1,15,1994,0,,,,,,SEA Education,Not adjusted,333um,24.1-81.0311519940SEA EducationNot adjusted333um
24.05,-80.15,1,15,1994,0,,,,,,SEA Education,Not adjusted,333um,24.05-80.1511519940SEA EducationNot adjusted333um
27.5,-78.88,2,9,1994,0,,,,,,SEA Education,Not adjusted,333um,27.5-78.882919940SEA EducationNot adjusted333um
27.5,-78.88,2,9,1994,0,,,,,,SEA Education,Not adjusted,333um,27.5-78.882919940SEA EducationNot adjusted333um
16.2,-84.6,3,7,1994,0,,,,,,SEA Education,Not adjusted,333um,16.2-84.63719940SEA EducationNot adjusted333um
16.2,-84.6,3,7,1994,0,,,,,,SEA Education,Not adjusted,333um,16.2-84.63719940SEA EducationNot adjusted333um
26,-79.78,3,25,1994,0,,,,,,SEA Education,Not adjusted,333um,26-79.7832519940SEA EducationNot adjusted333um
26,-79.78,3,25,1994,0,,,,,,SEA Education,Not adjusted,333um,26-79.7832519940SEA EducationNot adjusted333um
16.57,-84.95,4,17,1994,0,,,,,,SEA Education,Not adjusted,333um,16.57-84.9541719940SEA EducationNot adjusted333um
16.57,-84.95,4,17,1994,0,,,,,,SEA Education,Not adjusted,333um,16.57-84.9541719940SEA EducationNot adjusted333um
26.03,-79.58,5,8,1994,0,,,,,,SEA Education,Not adjusted,333um,26.03-79.585819940SEA EducationNot adjusted333um
26.03,-79.58,5,8,1994,0,,,,,,SEA Education,Not adjusted,333um,26.03-79.585819940SEA EducationNot adjusted333um
27.37,-79.79,5,9,1994,0,,,,,,SEA Education,Not adjusted,333um,27.37-79.795919940SEA EducationNot adjusted333um
27.37,-79.79,5,9,1994,0,,,,,,SEA Education,Not adjusted,333um,27.37-79.795919940SEA EducationNot adjusted333um
25.62,-76.98,5,10,1994,0,,,,,,SEA Education,Not adjusted,333um,25.62-76.9851019940SEA EducationNot adjusted333um
25.62,-76.98,5,10,1994,0,,,,,,SEA Education,Not adjusted,333um,25.62-76.9851019940SEA EducationNot adjusted333um
40.97,-70.53,6,22,1994,1620,,,,,,SEA Education,Not adjusted,333um,40.97-70.5362219941620SEA EducationNot adjusted333um
40.97,-70.53,6,22,1994,1620,,,,,,SEA Education,Not adjusted,333um,40.97-70.5362219941620SEA EducationNot adjusted333um
40.25,-70.23,6,24,1994,0,,,,,,SEA Education,Not adjusted,333um,40.25-70.2362419940SEA EducationNot adjusted333um
40.25,-70.23,6,24,1994,0,,,,,,SEA Education,Not adjusted,333um,40.25-70.2362419940SEA EducationNot adjusted333um
40.67,-70.52,8,7,1994,0,,,,,,SEA Education,Not adjusted,333um,40.67-70.528719940SEA EducationNot adjusted333um
40.67,-70.52,8,7,1994,0,,,,,,SEA Education,Not adjusted,333um,40.67-70.528719940SEA EducationNot adjusted333um
40.1,-70.08,8,7,1994,0,,,,,,SEA Education,Not adjusted,333um,40.1-70.088719940SEA EducationNot adjusted333um
40.1,-70.08,8,7,1994,0,,,,,,SEA Education,Not adjusted,333um,40.1-70.088719940SEA EducationNot adjusted333um
39.35,-69.48,8,8,1994,0,,,,,,SEA Education,Not adjusted,333um,39.35-69.488819940SEA EducationNot adjusted333um
39.35,-69.48,8,8,1994,0,,,,,,SEA Education,Not adjusted,333um,39.35-69.488819940SEA EducationNot adjusted333um
41.5,-70.63,8,8,1994,0,,,,,,SEA Education,Not adjusted,333um,41.5-70.638819940SEA EducationNot adjusted333um
41.5,-70.63,8,8,1994,0,,,,,,SEA Education,Not adjusted,333um,41.5-70.638819940SEA EducationNot adjusted333um
39.22,-69.37,8,9,1994,0,,,,,,SEA Education,Not adjusted,333um,39.22-69.378919940SEA EducationNot adjusted333um
39.22,-69.37,8,9,1994,0,,,,,,SEA Education,Not adjusted,333um,39.22-69.378919940SEA EducationNot adjusted333um
39.65,-69.13,8,10,1994,0,,,,,,SEA Education,Not adjusted,333um,39.65-69.1381019940SEA EducationNot adjusted333um
39.65,-69.13,8,10,1994,0,,,,,,SEA Education,Not adjusted,333um,39.65-69.1381019940SEA EducationNot adjusted333um
41.03,-68.58,8,11,1994,540,,,,,,SEA Education,Not adjusted,333um,41.03-68.588111994540SEA EducationNot adjusted333um
41.03,-68.58,8,11,1994,540,,,,,,SEA Education,Not adjusted,333um,41.03-68.588111994540SEA EducationNot adjusted333um
12,-61.48,11,6,1994,0,,,,,,SEA Education,Not adjusted,333um,12-61.4811619940SEA EducationNot adjusted333um
12,-61.48,11,6,1994,0,,,,,,SEA Education,Not adjusted,333um,12-61.4811619940SEA EducationNot adjusted333um
15.9,-64.55,12,2,1994,0,,,,,,SEA Education,Not adjusted,333um,15.9-64.5512219940SEA EducationNot adjusted333um
15.9,-64.55,12,2,1994,0,,,,,,SEA Education,Not adjusted,333um,15.9-64.5512219940SEA EducationNot adjusted333um
13.47,-63.22,12,5,1994,0,,,,,,SEA Education,Not adjusted,333um,13.47-63.2212519940SEA EducationNot adjusted333um
13.47,-63.22,12,5,1994,0,,,,,,SEA Education,Not adjusted,333um,13.47-63.2212519940SEA EducationNot adjusted333um
12.57,-61.85,12,7,1994,0,,,,,,SEA Education,Not adjusted,333um,12.57-61.8512719940SEA EducationNot adjusted333um
12.57,-61.85,12,7,1994,0,,,,,,SEA Education,Not adjusted,333um,12.57-61.8512719940SEA EducationNot adjusted333um
13.2,-61.32,12,8,1994,0,,,,,,SEA Education,Not adjusted,333um,13.2-61.3212819940SEA EducationNot adjusted333um
13.2,-61.32,12,8,1994,0,,,,,,SEA Education,Not adjusted,333um,13.2-61.3212819940SEA EducationNot adjusted333um
11.78,-62.95,12,10,1994,0,,,,,,SEA Education,Not adjusted,333um,11.78-62.95121019940SEA EducationNot adjusted333um
11.78,-62.95,12,10,1994,0,,,,,,SEA Education,Not adjusted,333um,11.78-62.95121019940SEA EducationNot adjusted333um
11.33,-63.63,12,10,1994,0,,,,,,SEA Education,Not adjusted,333um,11.33-63.63121019940SEA EducationNot adjusted333um
11.33,-63.63,12,10,1994,0,,,,,,SEA Education,Not adjusted,333um,11.33-63.63121019940SEA EducationNot adjusted333um
12.42,-61.93,12,11,1994,0,,,,,,SEA Education,Not adjusted,333um,12.42-61.93121119940SEA EducationNot adjusted333um
12.42,-61.93,12,11,1994,0,,,,,,SEA Education,Not adjusted,333um,12.42-61.93121119940SEA EducationNot adjusted333um
11,-66.07,12,13,1994,0,,,,,,SEA Education,Not adjusted,333um,11-66.07121319940SEA EducationNot adjusted333um
