Latitude (N),Longitude (E),Month,Day,Year,Debris density (#/km2),micro,macro,Weigth,micro,macro,Source,Notes,Tow Length (m),Area filtered (m2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.97,-69.55,12,22,1996,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.08,-71.12,12,22,1996,632,,,,,,SEA Education,Not adjusted,1582,1582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.47,-75.38,12,24,1996,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10,-78.53,12,25,1996,0,,,,,,SEA Education,Not adjusted,463,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10,-78.53,12,25,1996,0,,,,,,SEA Education,Not adjusted,463,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10,-78.53,12,25,1996,0,,,,,,SEA Education,Not adjusted,833,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10,-78.53,12,25,1996,0,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.10,-78.53,12,25,1996,0,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.03,-79.17,12,26,1996,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.88,-79.55,12,27,1996,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.85,-83.55,1,5,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.98,-83.50,1,5,1997,5400,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.13,-82.92,1,6,1997,771,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.03,-82.92,1,6,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.88,-82.97,1,7,1997,900,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.98,-82.07,1,8,1997,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.28,-82.18,1,9,1997,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.67,-80.52,2,10,1997,2700,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.18,-79.77,2,12,1997,491,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.95,-79.85,2,12,1997,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.05,-79.73,2,13,1997,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.60,-79.03,2,13,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.70,-76.98,2,14,1997,4860,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.00,-76.90,2,15,1997,0,,,,,,SEA Education,Not adjusted,2408,2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.10,-75.95,2,15,1997,2700,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.65,-74.48,2,16,1997,14579,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.35,-74.28,2,17,1997,3240,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.52,-73.68,2,17,1997,15659,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.48,-71.38,2,19,1997,19784,,,,,,SEA Education,Not adjusted,1668,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.48,-71.38,2,19,1997,3240,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.22,-71.22,2,19,1997,3436,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.60,-71.22,2,20,1997,0,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.37,-70.15,2,22,1997,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.45,-70.22,2,22,1997,0,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.00,-70.28,2,22,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.97,-69.03,2,28,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.97,-69.03,2,28,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.28,-68.65,3,1,1997,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.08,-67.48,3,1,1997,4049,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.78,-68.15,3,2,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.77,-68.62,3,2,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.47,-70.87,3,4,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.50,-72.10,3,4,1997,0,,,,,,SEA Education,Not adjusted,4074,4074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.37,-75.30,3,5,1997,0,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.35,-75.30,3,6,1997,3240,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.35,-75.30,3,6,1997,3597,,,,,,SEA Education,Not adjusted,556,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.35,-75.30,3,6,1997,5405,,,,,,SEA Education,Not adjusted,185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10,-80.57,3,27,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10,-80.57,3,27,1997,0,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.48,-80.03,3,27,1997,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.60,-79.65,3,28,1997,5400,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.70,-79.32,3,28,1997,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.92,-80.03,3,29,1997,7019,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.73,-80.10,3,30,1997,6073,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.92,-80.23,3,30,1997,3780,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.03,-74.05,4,3,1997,3240,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.28,-72.33,4,4,1997,8099,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.82,-71.28,4,4,1997,93952,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.73,-68.77,4,5,1997,10799,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.83,-67.58,4,6,1997,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.38,-66.40,4,6,1997,10799,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.65,-65.50,4,7,1997,33873,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.97,-66.37,4,11,1997,3780,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.90,-66.75,4,12,1997,21600,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.68,-66.73,4,12,1997,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.25,-68.73,4,13,1997,7201,,,,,,SEA Education,Not adjusted,2222,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.25,-68.53,4,14,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.15,-68.02,4,14,1997,49136,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.72,-68.03,4,15,1997,10799,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.17,-71.52,4,17,1997,1473,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.72,-72.42,4,18,1997,14401,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.35,-73.85,4,19,1997,10351,,,,,,SEA Education,Not adjusted,2222,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.32,-74.90,4,23,1997,32432,,,,,,SEA Education,Not adjusted,370,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.12,-74.37,4,26,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.62,-80.38,4,29,1997,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.62,-80.38,4,29,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.12,-82.22,4,30,1997,19934,,,,,,SEA Education,Not adjusted,1204,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.12,-82.18,4,30,1997,13016,,,,,,SEA Education,Not adjusted,1767,1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.91,-81.30,5,7,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.02,-80.88,5,8,1997,450,,,,,,SEA Education,Not adjusted,2222,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.50,-80.43,5,9,1997,0,,,,,,SEA Education,Not adjusted,2222,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.15,-80.08,5,9,1997,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.00,-79.35,5,10,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.95,-77.98,5,10,1997,25547,,,,,,SEA Education,Not adjusted,1370,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.95,-77.27,5,10,1997,0,,,,,,SEA Education,Not adjusted,1370,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.95,-77.97,5,10,1997,24818,,,,,,SEA Education,Not adjusted,1370,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.93,-77.95,5,10,1997,12409,,,,,,SEA Education,Not adjusted,1370,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.95,-78.00,5,10,1997,1460,,,,,,SEA Education,Not adjusted,1370,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.05,-78.40,5,10,1997,32397,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.68,-76.78,5,14,1997,113931,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.28,-77.22,5,15,1997,4320,,,,,,SEA Education,Not adjusted,463,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.27,-77.23,5,15,1997,0,,,,,,SEA Education,Not adjusted,463,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.27,-77.23,5,15,1997,8639,,,,,,SEA Education,Not adjusted,463,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.27,-77.23,5,15,1997,0,,,,,,SEA Education,Not adjusted,463,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.25,-77.25,5,15,1997,36717,,,,,,SEA Education,Not adjusted,463,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.32,-77.15,5,16,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.60,-76.97,5,16,1997,675,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.77,-76.87,5,17,1997,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.82,-76.80,5,17,1997,4860,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.68,-76.80,5,17,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.68,-76.43,5,18,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.25,-74.48,5,22,1997,5400,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.58,-74.03,5,23,1997,577214,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.83,-73.47,5,23,1997,8099,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10,-73.28,5,24,1997,3240,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.78,-73.48,5,25,1997,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.50,-73.13,5,25,1997,10799,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.45,-73.40,5,26,1997,5940,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.65,-71.97,5,27,1997,7707,,,,,,SEA Education,Not adjusted,519,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.65,-71.97,5,27,1997,7707,,,,,,SEA Education,Not adjusted,519,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.65,-71.95,5,27,1997,7707,,,,,,SEA Education,Not adjusted,519,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.67,-71.95,5,27,1997,5780,,,,,,SEA Education,Not adjusted,519,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.67,-71.95,5,27,1997,9634,,,,,,SEA Education,Not adjusted,519,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.65,-68.53,5,28,1997,89093,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.03,-67.03,5,29,1997,23758,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.08,-72.25,6,9,1997,7851,,,,,,SEA Education,Not adjusted,1019,1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.30,-69.57,6,22,1997,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.28,-69.47,6,23,1997,0,,,,,,SEA Education,Not adjusted,1850,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.60,-69.48,6,23,1997,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.40,-69.22,6,24,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.93,-68.90,6,24,1997,4049,,,,,,SEA Education,Not adjusted,741,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.27,-68.78,6,25,1997,3857,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.43,-69.20,6,26,1997,0,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.16,-70.98,7,4,1997,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.16,-70.98,7,4,1997,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.53,-70.33,7,5,1997,4320,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.53,-70.33,7,5,1997,3780,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.48,-69.35,7,5,1997,8099,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.48,-69.35,7,5,1997,2077,,,,,,SEA Education,Not adjusted,2408,2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.60,-67.99,7,6,1997,982,,,,,,SEA Education,Not adjusted,1019,1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.60,-67.99,7,6,1997,771,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.09,-66.61,7,7,1997,2700,,,,,,SEA Education,Not adjusted,370,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.09,-66.61,7,7,1997,14039,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.73,-66.13,7,8,1997,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.73,-66.13,7,8,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.44,-64.48,7,9,1997,3780,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.44,-64.48,7,9,1997,8099,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.17,-61.95,7,10,1997,8639,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.17,-61.95,7,10,1997,24478,,,,,,SEA Education,Not adjusted,1389,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.79,-60.86,7,11,1997,10199,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.79,-60.86,7,11,1997,10799,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.49,-59.55,7,12,1997,6075,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.49,-59.55,7,12,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.24,-61.74,7,13,1997,7559,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.24,-61.74,7,13,1997,11699,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.36,-62.33,7,14,1997,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.36,-62.33,7,14,1997,1543,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.36,-70.31,7,26,1997,491,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.29,-70.30,7,26,1997,1799,,,,,,SEA Education,Not adjusted,556,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.29,-70.30,7,26,1997,0,,,,,,SEA Education,Not adjusted,185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.28,-71.10,8,5,1997,10799,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.80,-70.82,8,6,1997,3780,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.75,-70.59,8,7,1997,6075,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.05,-70.10,8,7,1997,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.33,-70.91,8,18,1997,771,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.95,-70.61,8,19,1997,0,,,,,,SEA Education,Not adjusted,833,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.35,-70.03,8,19,1997,3780,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.16,-69.41,8,20,1997,0,,,,,,SEA Education,Not adjusted,1204,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.72,-69.52,8,20,1997,1800,,,,,,SEA Education,Not adjusted,2778,2778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.61,-68.76,8,21,1997,0,,,,,,SEA Education,Not adjusted,428,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.63,-69.35,8,22,1997,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.20,-68.70,10,18,1997,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.52,-68.07,10,18,1997,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.23,-66.62,10,22,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.27,-66.27,10,22,1997,3780,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.55,-65.62,10,23,1997,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.95,-65.70,10,23,1997,26998,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.12,-65.28,10,24,1997,9719,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.35,-64.77,10,24,1997,96112,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.75,-64.60,10,24,1997,3240,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.35,-64.50,10,26,1997,29690,,,,,,SEA Education,Not adjusted,741,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.35,-64.50,10,27,1997,9719,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.32,-64.47,10,27,1997,26978,,,,,,SEA Education,Not adjusted,556,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.32,-64.47,10,27,1997,5396,,,,,,SEA Education,Not adjusted,556,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.28,-64.47,10,27,1997,1440,,,,,,SEA Education,Not adjusted,1389,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
