Latitude (N),Longitude (E),Month,Day,Year,Debris density (#/km2),micro,macro,Weigth,micro,macro,Source,Notes,Tow Length (m),Area filtered (m2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.79,-58.40,10,23,2005,19322,,,,,,SEA Education,Not adjusted,1449,1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.80,-58.42,10,23,2005,11733,,,,,,SEA Education,Not adjusted,1364,1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.80,-58.43,10,23,2005,5563,,,,,,SEA Education,Not adjusted,1798,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.49,-58.12,10,23,2005,25218,,,,,,SEA Education,Not adjusted,2181,2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.94,-57.70,10,23,2005,4529,,,,,,SEA Education,Not adjusted,2429,2429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.24,-57.41,10,24,2005,2936,,,,,,SEA Education,Not adjusted,2043,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.50,-56.97,10,25,2005,24717,,,,,,SEA Education,Not adjusted,2670,2670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.11,-56.56,10,25,2005,35735,,,,,,SEA Education,Not adjusted,4897,4897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.21,-56.66,10,25,2005,62886,,,,,,SEA Education,Not adjusted,1415,1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.19,-56.62,10,25,2005,9021,,,,,,SEA Education,Not adjusted,1330,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.14,-56.58,10,25,2005,23407,,,,,,SEA Education,Not adjusted,1410,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.60,-55.84,10,26,2005,1427,,,,,,SEA Education,Not adjusted,2804,2804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.59,-55.51,10,27,2005,362438,,,,,,SEA Education,Not adjusted,1518,1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.51,-55.72,10,27,2005,36337,,,,,,SEA Education,Not adjusted,2064,2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.67,-56.00,10,28,2005,2796,,,,,,SEA Education,Not adjusted,1788,1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.51,-56.08,10,28,2005,32286,,,,,,SEA Education,Not adjusted,1053,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.49,-56.09,10,28,2005,18992,,,,,,SEA Education,Not adjusted,1053,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.48,-56.10,10,28,2005,6032,,,,,,SEA Education,Not adjusted,1160,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.75,-56.32,10,28,2005,2633,,,,,,SEA Education,Not adjusted,1519,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.36,-56.41,10,28,2005,462,,,,,,SEA Education,Not adjusted,2163,2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.34,-56.42,10,28,2005,1429,,,,,,SEA Education,Not adjusted,2798,2798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.33,-56.42,10,28,2005,16064,,,,,,SEA Education,Not adjusted,1307,1307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.32,-56.42,10,28,2005,1755,,,,,,SEA Education,Not adjusted,1140,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.68,-56.61,10,28,2005,4108,,,,,,SEA Education,Not adjusted,1461,1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.31,-56.75,10,29,2005,0,,,,,,SEA Education,Not adjusted,1223,1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.30,-56.76,10,29,2005,818,,,,,,SEA Education,Not adjusted,1223,1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.28,-56.77,10,29,2005,818,,,,,,SEA Education,Not adjusted,1223,1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.72,-57.32,10,30,2005,1978,,,,,,SEA Education,Not adjusted,1517,1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.70,-57.72,10,30,2005,1127,,,,,,SEA Education,Not adjusted,1775,1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.93,-58.03,10,31,2005,0,,,,,,SEA Education,Not adjusted,1342,1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.73,-58.33,10,31,2005,1908,,,,,,SEA Education,Not adjusted,1572,1572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.81,-58.63,10,31,2005,0,,,,,,SEA Education,Not adjusted,1982,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.68,-59.05,11,1,2005,1138,,,,,,SEA Education,Not adjusted,2637,2637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.68,-59.05,11,1,2005,1014,,,,,,SEA Education,Not adjusted,7886,7886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.66,-59.06,11,1,2005,448,,,,,,SEA Education,Not adjusted,2230,2230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.64,-59.07,11,1,2005,1404,,,,,,SEA Education,Not adjusted,2136,2136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.40,-59.36,11,2,2005,0,,,,,,SEA Education,Not adjusted,1828,1828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.74,-59.66,11,2,2005,2060,,,,,,SEA Education,Not adjusted,1456,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.37,-59.76,11,2,2005,0,,,,,,SEA Education,Not adjusted,823,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.36,-59.76,11,2,2005,0,,,,,,SEA Education,Not adjusted,741,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.35,-59.76,11,2,2005,1080,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.79,-59.82,11,3,2005,1075,,,,,,SEA Education,Not adjusted,1861,1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.37,-59.86,11,3,2005,0,,,,,,SEA Education,Not adjusted,1861,1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.35,-59.86,11,3,2005,1075,,,,,,SEA Education,Not adjusted,1861,1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.33,-59.86,11,3,2005,0,,,,,,SEA Education,Not adjusted,1493,1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.60,-60.01,11,3,2005,0,,,,,,SEA Education,Not adjusted,2514,2514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.68,-60.09,11,4,2005,0,,,,,,SEA Education,Not adjusted,2109,2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.58,-62.25,11,5,2005,0,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.26,-61.42,11,10,2005,0,,,,,,SEA Education,Not adjusted,1987,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.92,-61.39,11,11,2005,0,,,,,,SEA Education,Not adjusted,1833,1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.60,-61.44,11,13,2005,0,,,,,,SEA Education,Not adjusted,2880,2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.50,-62.31,11,17,2005,670,,,,,,SEA Education,Not adjusted,1492,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.24,-80.13,2,10,2006,1594,,,,,,SEA Education,Not adjusted,1883,1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.61,-79.94,2,11,2006,790,,,,,,SEA Education,Not adjusted,2532,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.53,-76.00,2,13,2006,4500,,,,,,SEA Education,Not adjusted,2222,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.79,-74.44,2,14,2006,3085,,,,,,SEA Education,Not adjusted,2593,2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.13,-73.02,2,15,2006,5400,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.52,-72.54,2,15,2006,11339,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.10,-71.87,2,16,2006,2224,,,,,,SEA Education,Not adjusted,2248,2248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.16,-71.29,2,17,2006,16199,,,,,,SEA Education,Not adjusted,2778,2778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.62,-69.46,2,18,2006,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.81,-71.18,2,20,2006,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.05,-74.00,2,24,2006,6173,,,,,,SEA Education,Not adjusted,648,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.02,-75.41,2,25,2006,1543,,,,,,SEA Education,Not adjusted,2593,2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.37,-79.04,2,27,2006,7777,,,,,,SEA Education,Not adjusted,2315,2315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.20,-79.51,2,27,2006,14579,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.09,-80.34,2,28,2006,0,,,,,,SEA Education,Not adjusted,3041,3041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.75,-83.70,3,1,2006,3695,,,,,,SEA Education,Not adjusted,2436,2436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.15,-85.29,3,2,2006,0,,,,,,SEA Education,Not adjusted,1798,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.04,-86.24,3,8,2006,11574,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.32,-83.94,3,12,2006,22771,,,,,,SEA Education,Not adjusted,2459,2459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.29,-81.95,3,16,2006,4307,,,,,,SEA Education,Not adjusted,1161,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.85,-79.86,3,26,2006,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.88,-79.83,3,26,2006,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.27,-79.38,3,26,2006,3780,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.39,-79.85,3,27,2006,0,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.41,-79.82,3,27,2006,0,,,,,,SEA Education,Not adjusted,648,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.05,-79.93,3,27,2006,0,,,,,,SEA Education,Not adjusted,1389,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.51,-79.64,3,28,2006,771,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.34,-79.09,3,28,2006,1800,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.94,-77.80,3,29,2006,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.93,-77.79,3,29,2006,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.91,-76.73,3,30,2006,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.36,-76.07,3,31,2006,8998,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.86,-74.48,4,2,2006,16739,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.86,-74.48,4,2,2006,9179,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.81,-73.86,4,3,2006,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.79,-73.86,4,3,2006,4320,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.73,-75.37,4,4,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.40,-76.38,4,8,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.29,-81.95,4,8,2006,3240,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.43,-76.23,4,9,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.38,-76.12,4,9,2006,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.88,-76.13,4,9,2006,8639,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.88,-76.13,4,9,2006,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.27,-76.75,4,10,2006,8099,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.11,-77.35,4,11,2006,2700,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.11,-77.03,4,11,2006,675,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.95,-77.34,4,11,2006,11879,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.73,-77.91,4,12,2006,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.73,-77.93,4,12,2006,3240,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.76,-78.27,4,12,2006,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.67,-79.33,4,13,2006,0,,,,,,SEA Education,Not adjusted,1204,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.67,-79.33,4,13,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.64,-81.41,4,14,2006,0,,,,,,SEA Education,Not adjusted,1389,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.63,-81.39,4,14,2006,3287,,,,,,SEA Education,Not adjusted,2130,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.68,-82.41,4,14,2006,4909,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.42,-83.38,4,15,2006,0,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.41,-83.37,4,15,2006,0,,,,,,SEA Education,Not adjusted,4630,4630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.38,-84.74,4,16,2006,0,,,,,,SEA Education,Not adjusted,741,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.39,-84.75,4,16,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.18,-85.55,4,16,2006,5400,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.17,-83.48,4,26,2006,775,,,,,,SEA Education,Not adjusted,2580,2580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.96,-81.98,4,28,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.27,-82.29,5,7,2006,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.09,-81.86,5,14,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.25,-74.35,6,3,2006,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.56,-73.79,6,3,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.97,-73.12,6,4,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.38,-72.59,6,4,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.00,-73.45,6,5,2006,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.10,-71.06,6,21,2006,6171,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.92,-70.63,6,22,2006,11879,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.69,-70.42,6,22,2006,11339,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.93,-70.85,6,25,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.70,-70.26,7,5,2006,0,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.55,-70.32,7,5,2006,0,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.02,-68.95,7,6,2006,0,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.42,-68.56,7,7,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.95,-68.43,7,7,2006,0,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.07,-68.78,7,7,2006,1620,,,,,,SEA Education,Not adjusted,3704,3704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.84,-69.26,7,8,2006,0,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.19,-69.81,7,9,2006,0,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.74,-70.30,7,9,2006,0,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.03,-69.85,7,14,2006,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.69,-69.17,7,15,2006,0,,,,,,SEA Education,Not adjusted,2778,2778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.83,-69.30,7,15,2006,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.60,-69.42,7,16,2006,2314,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.56,-69.66,7,16,2006,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.35,-70.24,7,17,2006,1473,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.41,-70.32,7,17,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.82,-70.34,7,28,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.71,-70.31,7,28,2006,318,,,,,,SEA Education,Not adjusted,3148,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.85,-68.65,7,29,2006,0,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.94,-68.55,7,29,2006,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.17,-69.48,7,29,2006,0,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.37,-69.40,7,30,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.29,-70.98,8,2,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.06,-70.63,8,8,2006,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.94,-70.49,8,9,2006,0,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.76,-70.08,8,9,2006,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.01,-69.00,8,9,2006,0,,,,,,SEA Education,Not adjusted,1481,1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.71,-69.39,8,10,2006,0,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.38,-70.01,8,11,2006,0,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.44,-69.99,8,11,2006,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.41,-70.40,8,12,2006,0,,,,,,SEA Education,Not adjusted,1482,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.08,-70.27,8,20,2006,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.78,-70.55,9,1,2006,0,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.15,-70.12,9,1,2006,0,,,,,,SEA Education,Not adjusted,2222,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.88,-70.44,9,4,2006,0,,,,,,SEA Education,Not adjusted,2222,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.10,-70.40,9,4,2006,1080,,,,,,SEA Education,Not adjusted,2778,2778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
