"","X","Day","Month","Year","Lat","Lon","km2","Total.Wieght..g..km.2","Source","Mesh.Size","Notes","CutOff","TopLim","Micro","Macro","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","MeasuredWind","Mesh.Size == as.numeric(Mesh.Size)","Corrected","wind","CorrectedConcentration"
"55",55,15,10,1972,35,-150.44,11617.6470588235,158,"Wong et al. 1974",150,"Count concentration calculated and day set to 15",NA,8e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"56",56,15,10,1972,35,-147.912,74411.7647058824,1012,"Wong et al. 1974",150,"Count concentration calculated and day set to 15",NA,8e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"57",57,15,10,1972,35,-145.385,30735.2941176471,418,"Wong et al. 1974",150,"Count concentration calculated and day set to 15",NA,8e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"58",58,15,10,1972,35,-142.857,276691.176470588,3763,"Wong et al. 1974",150,"Count concentration calculated and day set to 15",NA,8e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"59",59,15,10,1972,35,-140.22,135955.882352941,1849,"Wong et al. 1974",150,"Count concentration calculated and day set to 15",NA,8e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"60",60,15,10,1972,35,-137.692,0,0,"Wong et al. 1974",150,"Count concentration calculated and day set to 15",NA,8e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"61",61,15,10,1972,35,-135.275,0,0,"Wong et al. 1974",150,"Count concentration calculated and day set to 15",NA,8e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"62",62,15,10,1972,35,-132.857,0,0,"Wong et al. 1974",150,"Count concentration calculated and day set to 15",NA,8e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"63",63,15,10,1972,35,-130.33,4852.94117647059,66,"Wong et al. 1974",150,"Count concentration calculated and day set to 15",NA,8e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"64",64,15,10,1972,35,-127.802,0,0,"Wong et al. 1974",150,"Count concentration calculated and day set to 15",NA,8e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"65",65,15,10,1972,35,-125.275,4852.94117647059,66,"Wong et al. 1974",150,"Count concentration calculated and day set to 15",NA,8e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"66",66,15,10.5,1976,54.303,-158,0,0,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"67",67,15,10.5,1976,53.765,-158,0,0,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"68",68,15,10.5,1976,52.824,-158,0,0,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"69",69,15,10.5,1976,51.882,-158,0,0,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"70",70,15,10.5,1976,50.437,-158,0,0,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"71",71,15,10.5,1976,49.126,-158,0,0,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"72",72,15,10.5,1976,47.849,-158,0,0,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"73",73,15,10.5,1976,46.773,-158,0,0,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"74",74,15,10.5,1976,45.227,-158,0,0,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"75",75,15,10.5,1976,43.916,-158,0,0,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"76",76,15,10.5,1976,41.933,-158,0,0,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"77",77,15,10.5,1976,40.958,-158,0,0,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"78",78,15,10.5,1976,40.555,-158,0,0,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"79",79,15,10.5,1976,39.176,-158,0,0,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"80",80,15,10.5,1976,38.134,-158,1029.41176470588,14,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"81",81,15,10.5,1976,37.126,-158,7426.47058823529,101,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"82",82,15,10.5,1976,35.983,-158,18088.2352941176,246,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"83",83,15,10.5,1976,34.706,-158,15367.6470588235,209,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"84",84,15,10.5,1976,33.328,-158,21911.7647058824,298,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"85",85,15,10.5,1976,31.782,-158,4705.88235294118,64,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"86",86,15,10.5,1976,31.345,-158,10367.6470588235,141,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"87",87,15,10.5,1976,30.202,-158,17279.4117647059,235,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"88",88,15,10.5,1976,28.185,-158,29191.1764705882,397,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"89",89,15,10.5,1976,26.807,-158,1838.23529411765,25,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"90",90,15,10.5,1976,26.269,-158,5882.35294117647,80,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"91",91,15,10.5,1976,25.429,-158,1544.11764705882,21,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"92",92,15,10.5,1976,23.983,-158,3235.29411764706,44,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"93",93,15,10.5,1976,22.403,-158,2352.94117647059,32,"Shaw & Mapes  1979",505,"Count concentration calculated and day set to 15",NA,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"94",94,15,7,1985,54.806,-155,41176.4705882353,560,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.10622382164001,79284.9073362179
"95",95,15,7,1985,53.736,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.99806952476501,0
"96",96,15,7,1985,52.688,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.89992499351501,0
"97",97,15,7,1985,51.8,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.57326483726501,0
"98",98,15,7,1985,50.776,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.51345038414001,0
"99",99,15,7,1985,49.796,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.62575507164001,0
"100",100,15,7,1985,48.84,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.73220038414001,0
"101",101,15,7,1985,47.884,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.89382147789001,0
"102",102,15,7,1985,46.882,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.21730780601501,0
"103",103,15,7,1985,45.402,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.52394843101501,0
"104",104,15,7,1985,43.899,-155,3750,51,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.71926093101501,7714.09456843053
"105",105,15,7,1985,42.351,-155,0,0,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.72609686851501,0
"106",106,15,7,1985,40.985,-155,15441.1764705882,210,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.69069647789001,31668.9002312182
"107",107,15,7,1985,39.527,-155,3750,51,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.20461249351501,7299.52966471403
"108",108,15,7,1985,38.025,-155,24485.2941176471,333,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.74538397789001,45262.4399935937
"109",109,15,7,1985,36.476,-155,82500,1122,"Day & Shaw 1987",333,"Count concentration calculated and day set to 15",NA,1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.14064764976501,141962.22052023
"110",110,21,4,2019,64.1541666666667,-20.1,3015,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.34646755456924,5318.67128106519
"111",111,21,4,2019,64.1756666666667,-20.0666666666667,6395,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.34646755456924,11281.2281401034
"112",112,21,4,2019,64.1566666666667,-20.0833333333333,0,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.34646755456924,0
"113",113,23,4,2019,64.2298333333333,-22,12478,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.22903591394424,24354.2013657356
"114",114,23,4,2019,64.2553333333333,-21.9666666666667,0,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.22903591394424,0
"115",115,23,4,2019,64.2428333333333,-20.0166666666667,0,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.34646755456924,0
"116",116,24,4,2019,64.7375,-22.5833333333333,17103,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",4.89578396081924,22499.6237460527
"117",117,24,4,2019,64.7586666666667,-22.5666666666667,7411,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",4.89578396081924,9749.44229562044
"118",118,24,4,2019,64.765,-22.5,1059,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",4.89578396081924,1393.15333842424
"119",119,25,4,2019,64.9491666666667,-23.9666666666667,5605,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.54983669519424,11325.5865167096
"120",120,26,4,2019,66.2723333333333,-21.0166666666667,7330,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.47903591394424,14699.603034319
"121",121,26,4,2019,66.2785,-21.05,993,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.53738552331924,2003.81901862569
"122",122,26,4,2019,66.2621666666667,-21.1,0,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.53738552331924,0
"123",123,28,4,2016,66.5321666666667,-17.9833333333333,5672,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.14707601070404,10970.9384996787
"124",124,28,4,2016,66.5143333333333,-16.0166666666667,3897,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.84287679195404,8120.35048000718
"125",125,28,4,2016,66.511,-17.9666666666667,2117,NA,"Iceland 5 Gyres",330,"Not Corrected",4750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.14707601070404,4094.75966216851
"126",126,12,10,1971,30.17498707,-60.04164093,601,37.7,"Carpenter 1972",330,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"127",127,12,10,1971,30.32332034,-60.01497428,4877,251.9,"Carpenter 1972",330,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"128",128,12,10,1971,30.92665341,-59.95164097,1457,70.2,"Carpenter 1972",330,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"129",129,13,10,1971,31.86165301,-60.62997402,1081,60,"Carpenter 1972",330,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"130",130,13,10,1971,32.41998611,-60.24330751,4324,395.1,"Carpenter 1972",330,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"131",131,14,10,1971,33.54165229,-62.51497321,2579,103.3,"Carpenter 1972",330,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"132",132,14,10,1971,34.36331861,-62.88330638,12080,1770.7,"Carpenter 1972",330,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"133",133,15,10,1971,35.25665156,-63.77163934,4595,258.9,"Carpenter 1972",330,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"134",134,15,10,1971,35.62331807,-64.34663909,6994,201.9,"Carpenter 1972",330,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"135",135,16,10,1971,37.00831747,-65.57997189,47,0.6,"Carpenter 1972",330,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"136",136,16,10,1971,37.03331746,-65.68330518,270,4.9,"Carpenter 1972",330,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",NA,NA
"137",137,10,11,2007,18.9533,-155.7185,1443.34,2.16,"C. Moore",335,"Corrected",4750,NA,1443.34,0,2.16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Yes",5.93582183122635,1443.34
"138",138,25,11,2007,19.8962,-155.9993,725.75,1.27,"C. Moore",335,"Corrected",4750,NA,725.75,0,1.27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Yes",5.83670073747635,725.75
"139",139,25,1,2008,23.5707,-164.4812,1664.61,39.35,"C. Moore",335,"Corrected",4750,NA,1059.3,605.31,38.52,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Yes",7.65670573711395,1664.61
"140",140,11,11,2007,19.2407,-155.1751,1410.55,7.52,"C. Moore",335,"Corrected",4750,NA,1253.82,156.73,3.76,3.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Yes",6.52420073747635,1410.55
"141",141,10,11,2007,18.9173,-155.7009,2090.44,2.3,"C. Moore",335,"Corrected",4750,NA,1672.35,418.09,1.88,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Yes",7.28030425310135,2090.44
"142",142,21,6,2009,24.6048,-146.387,2508.51,28.45,"C. Moore",335,"Corrected",4750,NA,2299.47,209.04,5.14,23.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Yes",7.489950299263,2508.51
"143",143,21,6,2009,24.4147,-146.6687,1893.48,49.44,"C. Moore",335,"Corrected",4750,NA,1472.71,420.77,4.84,44.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Yes",7.664266705513,1893.48
"144",144,23,1,2008,21.6499,-160.5483,1928.42,3.98,"C. Moore",335,"Corrected",4750,NA,1928.42,0,3.98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Yes",7.38107097148895,1928.42
"145",145,10,11,2007,18.1587,-155.9801,5101.64,8.16,"C. Moore",335,"Corrected",4750,NA,5101.64,0,8.16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Yes",7.69876128435135,5101.64
"146",146,21,6,2009,24.5445,-146.4777,4186.99,117.16,"C. Moore",335,"Corrected",4750,NA,3856.44,330.55,2.9,114.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Yes",7.664266705513,4186.99
"147",147,17,9,2009,31.3132,-158.7325,3073.7,13.21,"C. Moore",335,"Corrected",4750,NA,1993.75,1079.95,5.32,7.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Yes",5.38698148727417,3073.7
"148",148,18,7,2009,39.2955,-179.7523,15650.92,115.81,"C. Moore",335,"Corrected",4750,NA,13564.13,2086.79,7.82,107.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Yes",6.81486040353775,15650.92
"149",149,12,11,2007,19.6952,-154.3368,3767.01,35.89,"C. Moore",335,"Corrected",4750,NA,2659.07,1107.94,10.63,25.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Yes",6.85989409685135,3767.01
