"","X","Day","Month","Year","Lat","Lon","km2","Total.Wieght..g..km.2","Source","Mesh.Size","Notes","CutOff","TopLim","Micro","Macro","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","MeasuredWind","Mesh.Size == as.numeric(Mesh.Size)","Corrected","wind","CorrectedConcentration"
"5142",6076,19,12,1991,18.02,-79.13,2160,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,TRUE,"No",5.32285505533218,3799.63547029547
"5143",6077,25,2,2006,18.02,-75.41,1543,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2593,NA,NA,1.68049254698639e-06,NA,NA,NA,NA,TRUE,"No",6.2016413807869,3002.53162481008
"5144",6078,23,2,1996,18.02,-75.38,12959,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,7.14561308742959e-08,NA,NA,NA,NA,TRUE,"No",5.77674454450607,24041.8548108465
"5145",6079,6,12,1995,18.02,-64.18,2160,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,TRUE,"No",6.05521523952484,4135.51194958441
"5146",6080,4,12,1996,18.02,-64.07,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.73021173477173,0
"5147",6081,4,12,2004,18.03,-110.77,1800,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,9.26111111111111e-07,NA,NA,NA,NA,TRUE,"No",5.00176799297333,3044.96407356858
"5148",6082,19,4,2002,18.03,-85.26,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",6.37893348932266,2142.62015964431
"5149",6083,18,12,1989,18.03,-68.42,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.29085570573807,0
"5150",6084,18,12,1989,18.03,-68.42,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.29085570573807,0
"5151",6085,6,12,1995,18.03,-64.2,2160,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,TRUE,"No",6.05521523952484,4135.51194958441
"5152",6086,18,11,2010,18.04,-158.01,512,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1955,NA,NA,3.818359375e-06,NA,NA,NA,NA,TRUE,"No",7.10384720563889,1095.74158034582
"5153",6087,21,12,2000,18.04,-78.86,2700,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.85925925925926e-07,NA,NA,NA,NA,TRUE,"No",4.78849577903748,3517.01140870718
"5154",6088,21,12,2000,18.04,-78.86,7559,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.45005953168408e-07,NA,NA,NA,NA,TRUE,"No",4.78849577903748,9846.32934756207
"5155",6089,22,3,2011,18.04,-64.53,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1813,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.77074253559113,0
"5156",6090,12,12,2007,18.05,-83.68,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2951,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.47975081205368,0
"5157",6091,2,4,2011,18.05,-64.56,13676,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2194,NA,NA,1.60427025446037e-07,NA,NA,NA,NA,TRUE,"No",5.38175809383392,24227.2682803929
"5158",6092,6,5,2017,18.05,-64.23,9174,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.8760073184967,19181.8522670612
"5159",6093,31,3,2004,18.06,-157.46,3240,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,5.71604938271605e-07,NA,NA,NA,NA,TRUE,"No",6.67681187391281,6635.35109165587
"5160",6094,5,11,2010,18.06,-153.12,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1908,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.75960892438889,0
"5161",6095,28,11,2012,18.06,-64.62,431,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319,NA,NA,5.38051044083527e-06,NA,NA,NA,NA,TRUE,"No",5.35551637411118,761.136963607582
"5162",6096,28,11,2017,18.06,-64.62,431,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.80589032173157,802.274277837307
"5163",6097,26,11,2007,18.06,-64.54,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2229,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.61892729997635,0
"5164",6098,7,12,2006,18.07,-67.54,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",6.94715046882629,2274.75268289703
"5165",6099,4,4,2010,18.07,-62.82,1957,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2044,NA,NA,1.04445579969341e-06,NA,NA,NA,NA,TRUE,"No",5.55393201112747,3538.11386807149
"5166",6100,6,11,1995,18.07,-60.15,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.13655561208725,0
"5167",6101,6,11,1995,18.07,-60.15,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.13655561208725,0
"5168",6102,28,2,1995,18.08,-78.78,8998,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,1.85263391864859e-07,NA,NA,NA,NA,TRUE,"No",4.87854528427124,11818.432948495
"5169",6103,20,12,1992,18.08,-68.97,13499,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.37195347803541e-07,NA,NA,NA,NA,TRUE,"No",7.08724731206894,28841.0192813297
"5170",6104,21,12,1992,18.08,-68.22,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.81356567144394,0
"5171",6105,1,3,1997,18.08,-67.48,4049,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,3.66016300321067e-07,NA,NA,NA,NA,TRUE,"No",7.00346040725708,8577.47135696376
"5172",6106,8,11,2008,18.08,-58.88,710,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1408,NA,NA,1.9830985915493e-06,NA,NA,NA,NA,TRUE,"No",6.72994345426559,1462.16952290266
"5173",6107,4,11,2010,18.09,-58.38,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2984,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.07113236188889,0
"5174",6108,19,4,2002,18.1,-83.08,2880,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,4.82291666666667e-07,NA,NA,NA,NA,TRUE,"No",6.08474403619766,5532.18875229943
"5175",6109,25,12,1996,18.1,-78.53,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",3.33543634414673,0
"5176",6110,25,12,1996,18.1,-78.53,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",3.33543634414673,0
"5177",6111,25,12,1996,18.1,-78.53,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",3.33543634414673,0
"5178",6112,25,12,1996,18.1,-78.53,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",3.33543634414673,0
"5179",6113,25,12,1996,18.1,-78.53,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",3.33543634414673,0
"5180",6114,29,11,2009,18.12,-158.29,2801,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1785,NA,NA,6.37272402713317e-07,NA,NA,NA,NA,TRUE,"No",7.98520141839981,6530.38126141436
"5181",6115,2,11,2011,18.12,-151.32,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.88151043653488,0
"5182",6116,1,12,2003,18.12,-64.89,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.15941965579987,0
"5183",6117,16,5,2012,18.12,-64.67,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.45371943712234,0
"5184",6118,18,12,2004,18.13,-75.37,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.61163127422333,0
"5185",6119,31,10,2006,18.13,-61.15,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",5.96859210729599,1023.89104229344
"5186",6120,12,12,2000,18.14,-74.58,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",6.10099577903748,1039.16135274928
"5187",6121,27,10,2009,18.15,-127.98,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1894,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.97421562671661,0
"5188",6122,3,3,1992,18.15,-74.89,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",4.75363963842392,701.143522669513
"5189",6123,3,3,1992,18.15,-74.89,900,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,1.23444444444444e-06,NA,NA,NA,NA,TRUE,"No",4.75363963842392,1168.57253778252
"5190",6124,21,12,2002,18.15,-74.59,4234,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1653,NA,NA,3.9041095890411e-07,NA,NA,NA,NA,TRUE,"No",6.21213299036026,8248.47336931102
"5191",6125,28,4,2014,18.17,-152.78,1064.395955,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879,NA,NA,1.76532050048988e-06,NA,NA,NA,NA,TRUE,"No",8.57977211475372,4232.4097720209
"5192",6126,25,2,1995,18.17,-76.22,4320,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.28703703703704e-07,NA,NA,NA,NA,TRUE,"No",6.03088903427124,8248.57638641019
"5193",6127,28,11,1991,18.17,-64.72,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.30406677722931,0
"5194",6128,28,11,1991,18.17,-64.72,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.30406677722931,0
"5195",6129,22,3,2011,18.17,-64.59,1097,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1824,NA,NA,1.66271649954421e-06,NA,NA,NA,NA,TRUE,"No",5.77074253559113,2033.78096552071
"5196",6130,19,11,2010,18.17,-64.26,1409,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2129,NA,NA,1.51100070972321e-06,NA,NA,NA,NA,TRUE,"No",6.24886673688889,2756.03083645063
"5197",6131,30,10,2001,18.18,-105.82,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",3.37507849931717,540.715803438058
"5198",6132,18,4,2002,18.18,-81.92,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.06618934869766,0
"5199",6133,1,11,2011,18.18,-56.79,678,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1474,NA,NA,2.1740412979351e-06,NA,NA,NA,NA,TRUE,"No",6.08829754590988,1302.88439975076
"5200",6134,17,5,2013,18.185,-64.60666667,1679,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",6.14439815282822,3246.60617466949
"5201",6135,27,4,2010,18.19,-76.45,1939,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3610,NA,NA,1.86178442496132e-06,NA,NA,NA,NA,TRUE,"No",5.42795544862747,3453.89056734905
"5202",6136,18,11,2011,18.2,-158.25,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2154,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.21818035840988,0
"5203",6137,23,4,2010,18.2,-76.44,3809,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1838,NA,NA,4.82541349435547e-07,NA,NA,NA,NA,TRUE,"No",5.42795544862747,6784.87321868619
"5204",6138,28,12,1995,18.2,-76.15,1543,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2593,NA,NA,1.68049254698639e-06,NA,NA,NA,NA,TRUE,"No",5.45853555202484,2758.47955063649
"5205",6139,19,11,2010,18.21,-64.43,2824,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2125,NA,NA,7.52478753541076e-07,NA,NA,NA,NA,TRUE,"No",6.24886673688889,5523.79778717997
"5206",6140,16,12,2011,18.22,-75.71,2100,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1905,NA,NA,9.07142857142857e-07,NA,NA,NA,NA,TRUE,"No",5.75365221500397,3885.65917727478
"5207",6141,3,11,2003,18.22,-57.63,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",5.86818391084671,1012.33164582588
"5208",6142,16,5,2013,18.22166667,-64.725,457,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.92003291845322,861.782167224544
"5209",6143,10,3,2012,18.23,-76.16,3066,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2283,NA,NA,7.44618395303327e-07,NA,NA,NA,NA,TRUE,"No",5.81858211755753,5715.41137631352
"5210",6144,28,11,1991,18.23,-64.58,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.34508240222931,0
"5211",6145,28,11,1991,18.23,-64.58,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.34508240222931,0
"5212",6146,20,11,2010,18.23,-64.32,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.24886673688889,0
"5213",6147,20,11,2010,18.23,-64.28,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1417,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.24886673688889,0
"5214",6148,3,12,2004,18.24,-109.91,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.96319377422333,0
"5215",6149,24,12,1998,18.24,-76.4,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",6.16052800416946,1046.03700715224
"5216",6150,23,3,2011,18.24,-64.81,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.61278355121613,0
"5217",6151,15,5,2012,18.25,-158.49,58866,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2497,NA,NA,4.24183739340196e-08,NA,NA,NA,NA,TRUE,"No",4.51304560899734,74750.6172778356
"5218",6152,23,12,2000,18.25,-78.69,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",5.98209929466248,2050.89488281305
"5219",6153,27,2,1993,18.25,-76.2,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.75269860029221,0
"5220",6154,27,2,1993,18.25,-76.2,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",5.75269860029221,999.060019552427
"5221",6155,23,2,1987,18.25,-76.13,3780,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.8994708994709e-07,NA,NA,NA,NA,TRUE,"No",6.11551827192307,7285.86656220244
"5222",6156,21,12,2011,18.26,-76.49,5427,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,NA,NA,1.69707020453289e-07,NA,NA,NA,NA,TRUE,"No",6.53392565250397,10947.3482890044
"5223",6157,23,3,2011,18.26,-64.8,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2113,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.55296909809113,0
"5224",6158,25,2,1994,18.27,-76.27,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.11500531435013,0
"5225",6159,25,2,1994,18.27,-76.27,5400,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-07,NA,NA,NA,NA,TRUE,"No",5.11500531435013,9263.01012766197
"5226",6160,5,12,1997,18.27,-64.47,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.98203194141388,0
"5227",6161,5,12,1997,18.27,-64.47,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",5.98203194141388,1025.43967965472
"5228",6162,16,10,2011,18.28,-129.43,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1262,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.53883826732635,0
"5229",6163,28,11,2007,18.28,-111.3,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2778,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.95559722185135,0
"5230",6164,25,4,2011,18.28,-76.46,18708,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1604,NA,NA,8.57387214026085e-08,NA,NA,NA,NA,TRUE,"No",4.68498075008392,24137.1727727124
"5231",6165,2,12,1996,18.28,-64.88,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.86937189102173,0
"5232",6166,6,12,1995,18.28,-64.22,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.02420938014984,0
"5233",6167,29,10,2007,18.28,-58.25,558,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1793,NA,NA,3.21326164874552e-06,NA,NA,NA,NA,TRUE,"No",5.71290791034698,1027.64310843161
"5234",6168,9,6,2008,18.29,-153.36,398,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2511,NA,NA,6.30904522613065e-06,NA,NA,NA,NA,TRUE,"No",7.11751735210419,852.94474874551
"5235",6169,20,11,2003,18.29,-64.06,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",5.16334992647171,1863.56359943564
