"","X.1","X","Day","Month","Year","Lat","Lon","km2","Total.Wieght..g..km.2","Source","Mesh.Size","Notes","CutOff","TopLim","Micro","Macro","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","MeasuredWind","Mesh.Size....as.numeric.Mesh.Size.","Corrected","wind","CorrectedConcentration","Latcopy","Basin","OceanScaled","Date","DateFormatted","censored","fitkm2","fitlogkm2","PredictedVals","Residuals"
"6239",6563,7497,3,11,2004,23.78,-107.73,633.110151505461,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",3.64649951457977,633.110151505461,23.78,"North Pacific",-0.074438922667118,9424,2004-11-03,FALSE,633.110151505461,6.45064442202185,8.00047017364867,-1.54982575162683
"6240",6564,7498,18,3,2001,23.78,-83.14,2915.01665906786,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",5.51362854242325,2915.01665906786,23.78,"North Atlantic",-0.0665316824133823,8098,2001-03-18,FALSE,2915.01665906786,7.97763081371436,7.46576217828313,0.511868635431226
"6241",6565,7499,13,5,1993,23.78,-75.08,116849.29157464,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1460,NA,NA,2.45011663226434e-08,NA,NA,NA,NA,TRUE,"No",6.27174240350723,116849.29157464,23.78,"North Atlantic",-0.0123027430651129,5232,1993-05-13,FALSE,116849.29157464,11.6686402772583,7.49448453369826,4.17415574356008
"6242",6566,7500,13,5,1993,23.78,-75.08,220232.942087288,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.64899252967207e-08,NA,NA,NA,NA,TRUE,"No",6.27174240350723,220232.942087288,23.78,"North Atlantic",-0.0123027430651129,5232,1993-05-13,FALSE,220232.942087288,12.3024410928413,7.49448453369826,4.80795655914309
"6243",6567,7501,8,4,1999,23.78,-74.5,1831.17198509204,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",5.02032285928726,1831.17198509204,23.78,"North Atlantic",-0.00663791370990743,7388,1999-04-08,FALSE,1831.17198509204,7.51271146986037,7.49748491032487,0.0152265595355008
"6244",6568,7502,28,10,2001,23.78,-59.05,3125.82137682163,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,6.17222222222222e-07,NA,NA,NA,NA,TRUE,"No",5.21589881181717,3125.82137682163,23.78,"North Atlantic",-0.0395482119180867,8322,2001-10-28,FALSE,3125.82137682163,8.04745236821689,7.4800539722812,0.567398395935687
"6245",6569,7503,28,10,2001,23.78,-59.05,16408.825660882,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,1.56841993861784e-07,NA,NA,NA,NA,TRUE,"No",5.21589881181717,16408.825660882,23.78,"North Atlantic",-0.0395482119180867,8322,2001-10-28,FALSE,16408.825660882,9.70557461911526,7.4800539722812,2.22552064683406
"6246",6570,7504,31,10,2008,23.79,-112.45,2288.76057909711,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2272,NA,NA,1.72121212121212e-06,NA,NA,NA,NA,TRUE,"No",5.20325988531113,2288.76057909711,23.79,"North Pacific",-0.0742086473538289,10882,2008-10-31,FALSE,2288.76057909711,7.73576571819414,8.00059213895854,-0.2648264207644
"6247",6571,7505,3,11,2004,23.79,-108.43,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.94874560832977,0,23.79,"North Pacific",-0.074438922667118,9424,2004-11-03,TRUE,631.038011337374,6.44736610056423,8.00047017364867,-1.55310407308444
"6248",6572,7506,7,4,1999,23.79,-74.96,17394.4383287585,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.8052441758456e-07,NA,NA,NA,NA,TRUE,"No",5.02032285928726,17394.4383287585,23.79,"North Atlantic",-0.0123027430651129,7387,1999-04-07,FALSE,17394.4383287585,9.76390579782981,7.49448453369826,2.26942126413155
"6249",6573,7507,21,2,2007,23.79,-70.92,11140.5036174277,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,2.43950617283951e-07,NA,NA,NA,NA,TRUE,"No",5.67605775594711,11140.5036174277,23.79,"North Atlantic",0.0237515354352054,10264,2007-02-21,FALSE,11140.5036174277,9.31834272048704,7.51358068076969,1.80476203971736
"6250",6574,7508,27,10,2001,23.8,-108.52,1081.03195003871,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",3.21638709306717,1081.03195003871,23.8,"North Pacific",-0.074438922667118,8321,2001-10-27,FALSE,1081.03195003871,6.98567137320495,8.00047017364867,-1.01479880044373
"6251",6575,7509,17,2,1995,23.8,-75.17,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.37024450302124,0,23.8,"North Atlantic",-0.0123027430651129,5877,1995-02-17,TRUE,4.85774892057272,1.58057514554172,7.49448453369826,-5.91390938815654
"6252",6576,7510,15,5,1995,23.8,-75.15,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",3.96205568313599,0,23.8,"North Atlantic",-0.0123027430651129,5964,1995-05-15,TRUE,257.321592600251,5.55032663570541,7.49448453369826,-1.94415789799285
"6253",6577,7511,15,5,1995,23.8,-75.15,1737.71356787296,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,9.64583333333333e-07,NA,NA,NA,NA,TRUE,"No",3.96205568313599,1737.71356787296,23.8,"North Atlantic",-0.0123027430651129,5964,1995-05-15,FALSE,1737.71356787296,7.46032548664672,7.49448453369826,-0.0341590470515412
"6254",6578,7512,30,10,1998,23.8,-59.82,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.90540039539337,0,23.8,"North Atlantic",-0.0395482119180867,7228,1998-10-30,TRUE,114.771150096775,4.74294014652566,7.4800539722812,-2.73711382575555
"6255",6579,7513,11,5,2003,23.82,-81.58,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.9105686545372,0,23.82,"North Atlantic",-0.0685816425362973,8882,2003-05-11,TRUE,71.7050168631736,4.27256071535545,7.46467641699138,-3.19211570163592
"6256",6580,7514,18,2,1998,23.82,-75.17,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.01417654752731,0,23.82,"North Atlantic",-0.0123027430651129,6974,1998-02-18,TRUE,638.629638077622,6.45932469022412,7.49448453369826,-1.03515984347414
"6257",6581,7515,7,4,1996,23.82,-74.73,49187.5683346711,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,7.62202650423903e-08,NA,NA,NA,NA,TRUE,"No",6.56715357303619,49187.5683346711,23.82,"North Atlantic",-0.00663791370990743,6292,1996-04-07,FALSE,49187.5683346711,10.8033961944278,7.49748491032487,3.30591128410297
"6258",6582,7516,6,5,1996,23.83,-81.97,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.54913675785065,0,23.83,"North Atlantic",-0.0590098511851735,6321,1996-05-06,TRUE,131.569629376248,4.87953621244171,7.46974611587265,-2.59020990343094
"6259",6583,7517,6,5,1996,23.83,-81.97,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,920,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.54913675785065,0,23.83,"North Atlantic",-0.0590098511851735,6321,1996-05-06,TRUE,53.3150106939091,3.97621791804987,7.46974611587265,-3.49352819782278
"6260",6584,7518,27,3,2005,23.84,-81.55,9955.71189104323,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,1.22502976584204e-07,NA,NA,NA,NA,TRUE,"No",4.90842306613922,9955.71189104323,23.84,"North Atlantic",-0.0685816425362973,9568,2005-03-27,FALSE,9955.71189104323,9.2059017248449,7.46467641699138,1.74122530785352
"6261",6585,7519,28,10,2006,23.84,-59.53,9426.28232670582,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1743,NA,NA,3.37463697967086e-07,NA,NA,NA,NA,TRUE,"No",5.63460773229599,9426.28232670582,23.84,"North Atlantic",-0.0395482119180867,10148,2006-10-28,FALSE,9426.28232670582,9.15125705894536,7.4800539722812,1.67120308666415
"6262",6586,7520,25,4,2011,23.85,-155.17,35897.5668419992,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1108,NA,NA,6.13680420936029e-08,NA,NA,NA,NA,TRUE,"No",6.39909207820892,35897.5668419992,23.85,"North Pacific",0.131182663811113,11788,2011-04-25,FALSE,35897.5668419992,10.4884247961906,8.10937763816538,2.37904715802522
"6263",6587,7521,28,10,2005,23.85,-112.16,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.08910661935806,0,23.85,"North Pacific",-0.0742086473538289,9783,2005-10-28,TRUE,336.52291618934,5.81866624836877,8.00059213895854,-2.18192589058978
"6264",6588,7522,28,1,2004,23.85,-81.88,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.15657842159271,0,23.85,"North Atlantic",-0.0590098511851735,9144,2004-01-28,TRUE,395.676737073353,5.98059755736161,7.46974611587265,-1.48914855851104
"6265",6589,7523,28,1,2004,23.85,-81.88,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.15657842159271,0,23.85,"North Atlantic",-0.0590098511851735,9144,2004-01-28,TRUE,614.033651502112,6.42004973365199,7.46974611587265,-1.04969638222066
"6266",6590,7524,27,3,1996,23.85,-81.47,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.80535280704498,0,23.85,"North Atlantic",-0.0685816425362973,6281,1996-03-27,TRUE,378.311832047429,5.93571880803972,7.46467641699138,-1.52895760895166
"6267",6591,7525,17,2,2000,23.85,-80.85,913.765749726243,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,4.14867617107943e-06,NA,NA,NA,NA,TRUE,"No",5.80403316020966,913.765749726243,23.85,"North Atlantic",-0.0685816425362973,7703,2000-02-17,FALSE,913.765749726243,6.81757424727795,7.46467641699138,-0.647102169713423
"6268",6592,7526,7,5,1996,23.85,-80.8,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.81817972660065,0,23.85,"North Atlantic",-0.0685816425362973,6322,1996-05-07,TRUE,264.342095465171,5.57724408045709,7.46467641699138,-1.88743233653428
"6269",6593,7527,7,5,1996,23.85,-80.8,10075.1399775487,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,NA,NA,6.84551341350601e-08,NA,NA,NA,NA,TRUE,"No",5.81817972660065,10075.1399775487,23.85,"North Atlantic",-0.0685816425362973,6322,1996-05-07,FALSE,10075.1399775487,9.21782628027159,7.46467641699138,1.75314986328021
"6270",6594,7528,7,5,1991,23.85,-70.35,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.08908885717392,0,23.85,"North Atlantic",-0.0271746903817009,4495,1991-05-07,TRUE,155.13153908483,5.04427339628552,7.48660760743572,-2.4423342111502
