"","X.1","X","Day","Month","Year","Lat","Lon","km2","Total.Wieght..g..km.2","Source","Mesh.Size","Notes","CutOff","TopLim","Micro","Macro","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","MeasuredWind","Mesh.Size....as.numeric.Mesh.Size.","Corrected","wind","CorrectedConcentration","Latcopy","Basin","OceanScaled","Date","DateFormatted","censored","fitkm2","fitlogkm2","PredictedVals","Residuals"
"6293",6617,7551,26,4,1992,23.92,-75.32,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.38817274570465,0,23.92,"North Atlantic",-0.0123027430651129,4850,1992-04-26,TRUE,496.175918736056,6.20693053871374,7.49448453369826,-1.28755399498451
"6294",6618,7552,26,4,1992,23.92,-75.32,5361.9040826801,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.85925925925926e-07,NA,NA,NA,NA,TRUE,"No",6.38817274570465,5361.9040826801,23.92,"North Atlantic",-0.0123027430651129,4850,1992-04-26,FALSE,5361.9040826801,8.58707443028829,7.49448453369826,1.09258989659004
"6295",6619,7553,16,2,1993,23.92,-74.23,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.07691735029221,0,23.92,"North Atlantic",-0.00663791370990743,5146,1993-02-16,TRUE,55.0153623327585,4.00761246137232,7.49748491032487,-3.48987244895254
"6296",6620,7554,16,2,1993,23.92,-74.23,1036.38210498693,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",6.07691735029221,1036.38210498693,23.92,"North Atlantic",-0.00663791370990743,5146,1993-02-16,FALSE,1036.38210498693,6.94349118202685,7.49748491032487,-0.553993728298011
"6297",6621,7555,4,7,2013,23.93,-157.4,62326.5292888918,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.04033541679382,62326.5292888918,23.93,"North Pacific",0.0625556165183631,12589,2013-07-04,FALSE,62326.5292888918,11.0401424454175,8.07302932549096,2.96711311992655
"6298",6622,7556,27,3,1996,23.93,-83.57,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.38225710391998,0,23.93,"North Atlantic",-0.0665316824133823,6281,1996-03-27,TRUE,772.300460314006,6.64937367160509,7.46576217828313,-0.816388506678041
"6299",6623,7557,27,3,1996,23.93,-83.57,3241.20959435857,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,1.38289205702648e-06,NA,NA,NA,NA,TRUE,"No",7.38225710391998,3241.20959435857,23.93,"North Atlantic",-0.0665316824133823,6281,1996-03-27,FALSE,3241.20959435857,8.08370187070763,7.46576217828313,0.617939692424497
"6300",6624,7558,16,2,1995,23.93,-75.5,4267.52381586694,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,TRUE,"No",6.34070348739624,4267.52381586694,23.93,"North Atlantic",-0.0123027430651129,5876,1995-02-16,FALSE,4267.52381586694,8.35878903540685,7.49448453369826,0.864304501708589
"6301",6625,7559,4,4,1998,23.93,-74.78,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.37223303318024,0,23.93,"North Atlantic",-0.00663791370990743,7019,1998-04-04,TRUE,29.995736666138,3.40105526043468,7.49748491032487,-4.09642964989019
"6302",6626,7560,31,10,2010,23.93,-58.21,9571.48375738556,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828,NA,NA,1.71428571428571e-07,NA,NA,NA,NA,TRUE,"No",6.36852312088013,9571.48375738556,23.93,"North Atlantic",-0.0407862131667556,11612,2010-10-31,FALSE,9571.48375738556,9.16654351499817,7.4793982649726,1.68714525002557
"6303",6627,7561,30,1,2003,23.94,-81.9,4089.90124304575,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,TRUE,"No",5.95630323886871,4089.90124304575,23.94,"North Atlantic",-0.0590098511851735,8781,2003-01-30,FALSE,4089.90124304575,8.31627610279075,7.46974611587265,0.846529986918098
"6304",6628,7562,13,5,2004,23.95,-156.02,15877.0862643503,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1778,NA,NA,2.25806451612903e-07,NA,NA,NA,NA,TRUE,"No",6.53017348051071,15877.0862643503,23.95,"North Pacific",0.0279470496764045,9250,2004-05-13,FALSE,15877.0862643503,9.67263223335306,8.05469889953777,1.61793333381529
"6305",6629,7563,27,10,2007,23.95,-112.41,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",3.48243916034698,0,23.95,"North Pacific",-0.0742086473538289,10512,2007-10-27,TRUE,132.590301310235,4.88726393261998,8.00059213895854,-3.11332820633857
"6306",6630,7564,4,2,2011,23.95,-83.52,3832.28458673093,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2888,NA,NA,1.3897978825794e-06,NA,NA,NA,NA,TRUE,"No",5.72497242689133,3832.28458673093,23.95,"North Atlantic",-0.0665316824133823,11708,2011-02-04,FALSE,3832.28458673093,8.25121640218154,7.46576217828313,0.785454223898413
"6307",6631,7565,19,3,2000,23.95,-82.22,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.05798321962357,0,23.95,"North Atlantic",-0.0590098511851735,7734,2000-03-19,TRUE,29.5089593087666,3.38469392261855,7.46974611587265,-4.0850521932541
"6308",6632,7566,3,11,1999,23.95,-57.68,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.84782463312149,0,23.95,"North Atlantic",-0.0242437312767732,7597,1999-11-03,TRUE,230.617884640335,5.44076216181081,7.48815998980075,-2.04739782798994
"6309",6633,7567,3,5,2002,23.96,-82.13,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2315,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.95054745674133,0,23.96,"North Atlantic",-0.0590098511851735,8509,2002-05-03,TRUE,124.080337117327,4.82092923579985,7.46974611587265,-2.6488168800728
"6310",6634,7568,28,4,2006,23.96,-81.98,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.55578935146332,0,23.96,"North Atlantic",-0.0590098511851735,9965,2006-04-28,TRUE,738.946877444551,6.60522603398625,7.46974611587265,-0.864520081886396
"6311",6635,7569,8,11,2005,23.97,-109.61,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",4.16900807619095,0,23.97,"North Pacific",-0.0711029046598375,9794,2005-11-08,TRUE,6.48605208698553,1.86965403853212,8.00223709544408,-6.13258305691196
"6312",6636,7570,18,1,1993,23.97,-82.68,1099.90052561527,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",6.62527865171432,1099.90052561527,23.97,"North Atlantic",-0.0590098511851735,5117,1993-01-18,FALSE,1099.90052561527,7.00297502343846,7.46974611587265,-0.466771092434183
"6313",6637,7571,26,4,1996,23.97,-81.97,4302.10038287834,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,TRUE,"No",6.41529810428619,4302.10038287834,23.97,"North Atlantic",-0.0590098511851735,6311,1996-04-26,FALSE,4302.10038287834,8.36685864355785,7.46974611587265,0.897112527685199
"6314",6638,7572,8,1,1997,23.98,-82.07,2116.46232382188,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",6.2659877538681,2116.46232382188,23.98,"North Atlantic",-0.0590098511851735,6568,1997-01-08,FALSE,2116.46232382188,7.65750125863168,7.46974611587265,0.18775514275903
"6315",6639,7573,19,3,2000,23.98,-81.97,2834.64342839609,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2408,NA,NA,1.44972907886815e-06,NA,NA,NA,NA,TRUE,"No",5.07311993837357,2834.64342839609,23.98,"North Atlantic",-0.0590098511851735,7734,2000-03-19,FALSE,2834.64342839609,7.94967143343534,7.46974611587265,0.479925317562696
"6316",6640,7574,27,3,2005,23.98,-81.64,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.23313009738922,0,23.98,"North Atlantic",-0.0685816425362973,9568,2005-03-27,TRUE,293.200503841195,5.68085668843256,7.46467641699138,-1.78381972855882
"6317",6641,7575,28,1,1993,23.98,-81.59,1128.3998089096,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",6.87015169858932,1128.3998089096,23.98,"North Atlantic",-0.0685816425362973,5127,1993-01-28,FALSE,1128.3998089096,7.0285558097815,7.46467641699138,-0.43612060720988
"6318",6642,7576,28,1,1993,23.98,-81.59,3385.19942672881,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",6.87015169858932,3385.19942672881,23.98,"North Atlantic",-0.0685816425362973,5127,1993-01-28,FALSE,3385.19942672881,8.12716809844961,7.46467641699138,0.662491681458232
"6319",6643,7577,28,3,1996,23.98,-81.55,2349.81844516846,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",7.26848757266998,2349.81844516846,23.98,"North Atlantic",-0.0685816425362973,6282,1996-03-28,FALSE,2349.81844516846,7.76209334677858,7.46467641699138,0.2974169297872
"6320",6644,7578,1,4,1996,23.98,-81.55,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.41529810428619,0,23.98,"North Atlantic",-0.0685816425362973,6286,1996-04-01,TRUE,227.616653708186,5.42766287052516,7.46467641699138,-2.03701354646621
"6321",6645,7579,1,4,1996,23.98,-81.55,86036.032518146,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,2.15292728661713e-09,NA,NA,NA,NA,TRUE,"No",6.41529810428619,86036.032518146,23.98,"North Atlantic",-0.0685816425362973,6286,1996-04-01,FALSE,86036.032518146,11.362521470256,7.46467641699138,3.89784505326464
"6322",6646,7580,11,5,2003,23.98,-80.95,3752.51113085753,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759,NA,NA,6.18930330752991e-07,NA,NA,NA,NA,TRUE,"No",4.9357151389122,3752.51113085753,23.98,"North Atlantic",-0.0685816425362973,8882,2003-05-11,FALSE,3752.51113085753,8.23018052975439,7.46467641699138,0.765504112763016
"6323",6647,7581,11,4,1990,23.98,-73.02,2982.74516250174,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",5.71077287197113,2982.74516250174,23.98,"North Atlantic",-0.0208265409855237,4104,1990-04-11,FALSE,2982.74516250174,8.00059935092968,7.48996990449291,0.510629446436772
"6324",6648,7582,11,4,1990,23.98,-73.02,3976.99355000232,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,TRUE,"No",5.71077287197113,3976.99355000232,23.98,"North Atlantic",-0.0208265409855237,4104,1990-04-11,FALSE,3976.99355000232,8.28828142338146,7.48996990449291,0.798311518888553
"6325",6649,7583,19,3,2000,23.99,-81.91,921.557767208842,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",5.07311993837357,921.557767208842,23.99,"North Atlantic",-0.0590098511851735,7734,2000-03-19,FALSE,921.557767208842,6.82606546338037,7.46974611587265,-0.64368065249228
"6326",6650,7584,29,4,2004,24,-82.03,5377.08498898706,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741,NA,NA,2.74444444444444e-07,NA,NA,NA,NA,TRUE,"No",6.41436570882797,5377.08498898706,24,"North Atlantic",-0.0590098511851735,9236,2004-04-29,FALSE,5377.08498898706,8.58990168270802,7.46974611587265,1.12015556683538
"6327",6651,7585,9,4,1996,24,-74.77,15040.2236189538,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2129,NA,NA,2.83300066533599e-07,NA,NA,NA,NA,TRUE,"No",6.46021997928619,15040.2236189538,24,"North Atlantic",-0.00663791370990743,6294,1996-04-09,FALSE,15040.2236189538,9.6184834656748,7.49748491032487,2.12099855534994
"6328",6652,7586,14,5,1993,24,-74.68,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.13575607538223,0,24,"North Atlantic",-0.00663791370990743,5233,1993-05-14,TRUE,22.6627194731508,3.1207212604533,7.49748491032487,-4.37676364987156
"6329",6653,7587,14,5,1993,24,-74.68,4472.13101281088,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,5.59827213822894e-07,NA,NA,NA,NA,TRUE,"No",6.13575607538223,4472.13101281088,24,"North Atlantic",-0.00663791370990743,5233,1993-05-14,FALSE,4472.13101281088,8.40562031065153,7.49748491032487,0.908135400326668
"6330",6654,7588,20,12,2008,24.01,-82.2,3640.63302900574,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2244,NA,NA,1.25855300056085e-06,NA,NA,NA,NA,TRUE,"No",6.64853048324585,3640.63302900574,24.01,"North Atlantic",-0.0590098511851735,10932,2008-12-20,FALSE,3640.63302900574,8.19991285457787,7.46974611587265,0.730166738705222
"6331",6655,7589,30,12,2011,24.01,-82.08,6580.37969797338,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2593,NA,NA,8.40518638573744e-07,NA,NA,NA,NA,TRUE,"No",7.07103502750397,6580.37969797338,24.01,"North Atlantic",-0.0590098511851735,12037,2011-12-30,FALSE,6580.37969797338,8.79184772751368,7.46974611587265,1.32210161164103
"6332",6656,7590,1,5,2008,24.01,-82.07,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.2362288236618,0,24.01,"North Atlantic",-0.0590098511851735,10699,2008-05-01,TRUE,663.18950198551,6.49706077436153,7.46974611587265,-0.97268534151112
"6333",6657,7591,1,5,2008,24.01,-82.07,1880.11191328984,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",5.2362288236618,1880.11191328984,24.01,"North Atlantic",-0.0590098511851735,10699,2008-05-01,FALSE,1880.11191328984,7.53908658239791,7.46974611587265,0.0693404665252659
"6334",6658,7592,30,1,2003,24.01,-81.6,852.062758967865,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,4.93777777777778e-06,NA,NA,NA,NA,TRUE,"No",5.95630323886871,852.062758967865,24.01,"North Atlantic",-0.0685816425362973,8781,2003-01-30,FALSE,852.062758967865,6.7476601848769,7.46467641699138,-0.717016232114476
"6335",6659,7593,6,4,2002,24.01,-73.71,1885.45477085317,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,1.23444444444444e-06,NA,NA,NA,NA,TRUE,"No",6.89480262994766,1885.45477085317,24.01,"North Atlantic",-0.0208265409855237,8482,2002-04-06,FALSE,1885.45477085317,7.54192432853118,7.48996990449291,0.0519544240382714
"6336",6660,7594,18,3,2002,24.02,-83.89,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.7381579875946,0,24.02,"North Atlantic",-0.0630430916688016,8463,2002-03-18,TRUE,29.9414593466932,3.39924412017813,7.46760991022235,-4.06836579004421
"6337",6661,7595,29,12,2007,24.02,-82.84,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2778,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.16407698392868,0,24.02,"North Atlantic",-0.0665316824133823,10575,2007-12-29,TRUE,159.004818285509,5.06893450544353,7.46576217828313,-2.3968276728396
"6338",6662,7596,17,3,2005,24.02,-82.06,18792.337070441,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,NA,NA,3.42624317066395e-08,NA,NA,NA,NA,TRUE,"No",5.23313009738922,18792.337070441,24.02,"North Atlantic",-0.0590098511851735,9558,2005-03-17,FALSE,18792.337070441,9.84120446308939,7.46974611587265,2.37145834721674
"6339",6663,7597,1,5,2008,24.02,-81.91,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1257,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.2362288236618,0,24.02,"North Atlantic",-0.0590098511851735,10699,2008-05-01,TRUE,158.71565299596,5.06711425528323,7.46974611587265,-2.40263186058941
"6340",6664,7598,8,5,1997,24.02,-80.88,597.059031153596,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,4.93777777777778e-06,NA,NA,NA,NA,TRUE,"No",4.98852676153183,597.059031153596,24.02,"North Atlantic",-0.0685816425362973,6688,1997-05-08,FALSE,597.059031153596,6.3920159881586,7.46467641699138,-1.07266042883278
"6341",6665,7599,15,2,1996,24.02,-75.5,99200.2591549846,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.29795569485006e-08,NA,NA,NA,NA,TRUE,"No",5.35804337263107,99200.2591549846,24.02,"North Atlantic",-0.0123027430651129,6240,1996-02-15,FALSE,99200.2591549846,11.504895905719,7.49448453369826,4.01041137202073
"6342",6666,7600,12,11,2003,24.03,-109.51,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.10182648897171,0,24.03,"North Pacific",-0.0711029046598375,9067,2003-11-12,TRUE,476.291696062993,6.166030473397,8.00223709544408,-1.83620662204708
"6343",6667,7601,17,1,2001,24.03,-82.82,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2408,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.38278496265411,0,24.03,"North Atlantic",-0.0665316824133823,8038,2001-01-17,TRUE,104.717016241214,4.65126162846476,7.46576217828313,-2.81450054981837
"6344",6668,7602,5,5,2011,24.03,-82.21,12680.2274916823,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2692,NA,NA,3.62266182209662e-07,NA,NA,NA,NA,TRUE,"No",5.07220095396042,12680.2274916823,24.03,"North Atlantic",-0.0590098511851735,11798,2011-05-05,FALSE,12680.2274916823,9.44779916881469,7.46974611587265,1.97805305294204
"6345",6669,7603,9,4,1996,24.03,-74.77,9726.61168171861,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.81069958847737e-07,NA,NA,NA,NA,TRUE,"No",6.46021997928619,9726.61168171861,24.03,"North Atlantic",-0.00663791370990743,6294,1996-04-09,FALSE,9726.61168171861,9.18262088038226,7.49748491032487,1.6851359700574
"6346",6670,7604,18,4,1990,24.03,-74.04,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.68684709072113,0,24.03,"North Atlantic",-0.00663791370990743,4111,1990-04-18,TRUE,445.024805018638,6.09813002222765,7.49748491032487,-1.39935488809721
"6347",6671,7605,20,2,2001,24.03,-70.74,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.57059514522552,0,24.03,"North Atlantic",-0.0271746903817009,8072,2001-02-20,TRUE,30.7606469778779,3.42623617750721,7.48660760743572,-4.06037142992851
"6348",6672,7606,20,4,2017,24.03,-60.39,1636.25433612097,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",5.86630994081497,1636.25433612097,24.03,"North Atlantic",-0.0288995129030827,13975,2017-04-20,FALSE,1636.25433612097,7.40016496725633,7.48569405526076,-0.0855290880044297
"6349",6673,7607,31,10,2003,24.03,-57.76,4013.54958432654,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,5.71604938271605e-07,NA,NA,NA,NA,TRUE,"No",4.24541854858398,4013.54958432654,24.03,"North Atlantic",-0.0242437312767732,9055,2003-10-31,FALSE,4013.54958432654,8.2974313118809,7.48815998980075,0.809271322080146
"6350",6674,7608,1,5,2008,24.04,-81.92,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.2362288236618,0,24.04,"North Atlantic",-0.0590098511851735,10699,2008-05-01,TRUE,0.955985201093399,-0.0450128460783778,7.46974611587265,-7.51475896195103
"6351",6675,7609,29,10,1998,24.04,-59.76,6357.87326588024,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.81069958847737e-07,NA,NA,NA,NA,TRUE,"No",4.83508789539337,6357.87326588024,24.04,"North Atlantic",-0.0395482119180867,7227,1998-10-29,FALSE,6357.87326588024,8.75744920825545,7.4800539722812,1.27739523597424
"6352",6676,7610,20,12,2008,24.05,-82.22,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2164,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.46688985824585,0,24.05,"North Atlantic",-0.0590098511851735,10932,2008-12-20,TRUE,115.821177889308,4.75204743174514,7.46974611587265,-2.71769868412751
"6353",6677,7611,29,4,2004,24.05,-82.08,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.41436570882797,0,24.05,"North Atlantic",-0.0590098511851735,9236,2004-04-29,TRUE,369.319530194975,5.91166220482243,7.46974611587265,-1.55808391105022
"6354",6678,7612,13,2,2004,24.05,-81.6,6281.58750030167,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,5.71604938271605e-07,NA,NA,NA,NA,TRUE,"No",6.16826701164246,6281.58750030167,24.05,"North Atlantic",-0.0685816425362973,9160,2004-02-13,FALSE,6281.58750030167,8.74537801418932,7.46467641699138,1.28070159719794
